,Username,Tweet,Datetime,Number of Followers,Number of Comments,Number of Retweets,Number of Likes
180,alsabban1982,"بالسوق الامريكي هذه ال١١ هي الدائرة الاولى عندي وهي ليست للبيع مهما ارتفعت
$MSFT $GOOGL $AAPL $FB $AMZN $TSLA $TSM $ARKG $ARKW $TAN $ICLN

بالسعودي
ارامكو الاهلي الاسمنتات الريتات",2021-07-21 22:45:29+00:00,134786,4,15,286
181,alsabban1982,"١٠ سنوات ..جميل جدا

$TSLA
$MSFT
$GOOGL
$SNOW
$PLTR
$BNGO
$CRSO
$BYND
$TSM

بس ضروري تقرا قصة جحا https://t.co/vU9uc0xTYH",2021-07-21 20:40:45+00:00,134786,9,29,633
182,eric_capuano,"I wish $MSFT would quit fucking around and just integrate Sysmon telemetry as a core component of the OS.

Imagine the benefits for SOC/IR teams... https://t.co/IRKIQUVeN5",2021-07-21 03:19:03+00:00,6930,16,32,205
183,LynAldenContact,"Nike $NKE stock is pretty wild. Black line is stock price. Blue line is what the stock price would be at its average 20-year valuation.

It has a higher P/E ratio than $MSFT, $AAPL, $GOOGL, or $FB. Chart via FAST Graphs. https://t.co/A6JT5lmWkb",2021-07-19 23:53:47+00:00,272304,73,78,827
184,AviNMash,Does anyone ever want to just go all-in $MSFT and go to sleep for 5 years?,2021-07-19 19:26:16+00:00,11161,62,29,618
185,_msft_xx,@LongLiveMsfit not you tryna give the girls uti's 😩,2021-07-19 15:56:14+00:00,421,1,9,1598
186,STXRBOY999,Watchlist for next week: $GOOG puts - $MSFT puts - $SPY puts - $CPOP shares - $SPPI shares - $BA puts - $CLX calls………..ahem….,2021-07-18 03:41:51+00:00,89415,57,20,314
187,InvestingAustin,"I’m an ETF/ Index investor, but if I did buy single stocks, my top 5 would be

- $AMZN (Amazon)
- $AAPL (Apple)
- $MSFT (Microsoft)
- $JNJ (Johnson &amp; Johnson)
- $KO (Coca-Cola)

Share your top 5👇🏼",2021-07-17 21:19:48+00:00,1465,105,47,415
188,Dividend_Dollar,"Dividend Growth stocks can make you RICH

$HD
$V
$AVGO
$TSCO
$SBUX
$NKE
$ABBV
$LMT
$AAPL
$MSFT",2021-07-15 15:30:01+00:00,29591,8,51,361
189,XclusiveTrading,"📈#XclusiveTriggers 7/15📉

$AMD calls over 91, puts under 89
$NFLX calls over 557, puts under 553
$ETSY calls over 185, puts under 180
$TSLA calls over 661, puts under 653 
$SHOP calls over 1467, puts under 1461

$AAPL $AMC $AMZN $DASH $GME $GOOGL $MSFT $NVDA $PYPL $ROKU $TWTR",2021-07-15 13:29:31+00:00,29166,12,23,236
190,jicchamatome,"- 僕のポジション: コアは $VTI 、 $ZM $OKTA などのSAASはホールド、IPO銘柄は短期トレード(戦線縮小してる)
- $AAPL $MSFT $AMZN $FB: この辺は継続して投資してOK、値が伸びるままにまかせる
- $MAR $DAL $NCLH $H $HA: 今時間を割いて研究してるのはこの辺のリア充でモタモタしてる銘柄",2021-07-15 13:21:15+00:00,107008,2,14,273
191,AnthonyOhayon,"Time for some math to explain why markets are not what they seem... Since June 22nd, the Nasdaq $NDX $NQ has gone up ~5.5%, ~780 points from 14,120 to 14,900. 

Of that:
206 points came from $AAPL
118 from $MSFT
76 from $AMZN
59 from $GOOGL
34 from $FB...",2021-07-15 01:43:06+00:00,44714,40,93,566
192,RWPUSA,"Yet another stock jobbing congressman.  This guy likes to buy stock and sell options on the same company at the same time.  How cute.

GOP Rep. on cyber committee dumped MSFT stock shortly before $10B Pentagon contract was scrapped https://t.co/C99bZJMHUB",2021-07-15 01:18:44+00:00,742706,45,339,599
193,garyblack00,"It’s odd that 10-year Treas ylds are way down (1.356%, -6.1 bp) and long duration growth names are also way down ( $TSLA, $SHOP, $TDOC, $CRSP), while the bond proxies ( $GOOG, $AMZN, $AAPL, $MSFT) are all up, pushing NDX up (+0.4%).

That’s what I call a shit market.",2021-07-14 18:52:05+00:00,85539,60,34,614
194,cinnamon_msft,"Windows Terminal Preview 1.10 is here! Quake mode is in the system tray and the command palette is in the dropdown menu!

Windows Terminal 1.9 is being rolled out over the next few days. This means quake mode is coming soon to a terminal near you! 😁

https://t.co/7IP9w8QTP2",2021-07-14 17:10:35+00:00,17930,15,115,468
195,gannonbreslin,"I just want a 100 shares of $AAPL, $NVDA, and $MSFT is that too much to ask for??",2021-07-14 14:55:52+00:00,27284,27,9,258
196,plantmath1,"$TDOC + $MSFT 

The rumor was real. https://t.co/3cJJPP8bnA",2021-07-14 12:55:24+00:00,21542,12,15,221
197,LuisMiguelValue,"Tengo que admitir que me he vuelto a enganchar a jugar al Age of Empires II.

Mano de santo para pasar un buen rato y desconectar del trabajo.

Long $MSFT https://t.co/nQeEd07btb",2021-07-14 12:45:19+00:00,36158,39,8,317
198,us_stock_invest,"$TDOC $MSFT
TeladocとMicrosoftがコラボを発表

TeladocのシステムとMicrosoft Teamsを統合し、医師および患者がバーチャル・ヘルスケアにアクセス可能に

Teamsのビデオ会議で遠隔医療する際にTeladocの臨床データにアクセスできるようになるそう

今後の進展も楽しみ😇

https://t.co/m3wbwMKiNS https://t.co/qHNH6xauvv",2021-07-14 12:24:42+00:00,42176,3,47,269
199,TMFJMo,I mean this is probably nothing... $TDOC $MSFT https://t.co/2QRnL0zxWn,2021-07-14 12:22:03+00:00,46780,15,15,206
200,cperruna,"$TDOC &amp; $MSFT ""team"" up https://t.co/pAV3ylpJJb",2021-07-14 12:06:59+00:00,96583,7,28,274
201,NorthmanTrader,"4 stocks, $AAPL, $AMZN, $GOOGL &amp; $MSFT now have a combined market cap north of $8 trillion, equaling the size of the Fed's balance sheet &amp; 37% of US GDP.
Add $FB and you have $9 trillion in 5 stocks or 42% of US GDP.

20% of total US market cap is concentrated in 5 stocks.",2021-07-14 09:32:12+00:00,305837,156,512,2077
202,StockMKTNewz,"Apple $AAPL, Amazon $AMZN, Microsoft $MSFT and Google $GOOGL hit new All Time Highs so far today",2021-07-13 14:20:49+00:00,117600,12,24,215
203,us_stock_invest,$AAPL $GOOGL $MSFT 最高値を更新🥳 https://t.co/fZMxwJKBFa,2021-07-13 14:07:43+00:00,42176,0,22,222
204,realwillmeade,$VERB a $2 tech stock has a partnership with $MSFT Outlook and its sales tool is available on the Microsoft App Store #BigDeal https://t.co/bafWGA4pL4,2021-07-13 13:26:44+00:00,258351,0,43,218
205,passinvestcom,"🎪直近5年リターン比較🎪
誰もが知る大企業に投資するだけで
たった5年で資産が数倍になりました⤴️
$AAPL 👉542.8%
$MSFT 👉476.8%
$AMZN 👉398.7%
$GOOGL 👉249.7%
$FB 👉198.9%

ちなみに
$QQQ 👉240.9% https://t.co/kXE7tp0YdV",2021-07-11 02:24:16+00:00,13410,10,15,250
206,Investingcom,$AAPL $MSFT $AMZN $GOOGL $FB https://t.co/KAX0kPsVMK,2021-07-10 19:00:00+00:00,599486,10,36,220
207,bokuchanel,"総資産が1,300万円超えたので改めて自己紹介

✅性別：🚹
✅年齢：33歳
✅職業：メーカー技術職
✅年収：550万
✅総資産：1,300万
✅投資歴：2年
✅投資対象：S&amp;P500、全世界株、米国ETF、MSFT、純金

リプ、いいね、フォロバします❗️
よろしくお願いします☺️✨",2021-07-10 07:06:10+00:00,643,52,91,435
208,HelloIrisApp,"(Per her previous filings, these are the returns since her original buys)

$CRWD - 92%
$DIS - 2%
$AAPL - 10%
$AB - 42%
$RBLX - 35%
$MSFT - 102%
$AMZN - 17%
$NVDA - 33%
$GOOG - a lot 

*please note, these %’s reflect the increase in stock price &amp; not the actual assets she bought",2021-07-09 19:09:45+00:00,4061,6,27,202
209,MarketRebels,"$MSFT will be giving it's employees a $1,500 pandemic bonus, which will cost them a total of $200M",2021-07-08 17:44:10+00:00,130809,15,39,445
210,Beth_Kindig,"Jeff Bezos stepping down and Andy Jassy taking his place tells you where Big Tech thinks we are in the cloud cycle (i.e. early). 

$AMZN $MSFT $GOOGL $BABA #Bezos",2021-07-07 17:26:18+00:00,99088,16,27,350
211,yosw4y,"$AMC Dark Pool Print Report: 70,752 trades affected in dark pool. DP volume % of Open market volume was 59.7%. As we get deeper into the data, it sometimes becomes mind numbing. Just remember what we've uncovered in dark pools. Here's $MSFT* for comparison: https://t.co/V2S3yP352j",2021-07-07 00:52:53+00:00,5529,33,112,437
212,InvestmentTalkk,"Over the past 5Y: 

- $FB +200%
- $NFLX +458%
- $AAPL +485%
- $MSFT + 430%
- $GOOGL +250%

- S&amp;P 500 +103%",2021-07-06 20:18:04+00:00,43708,43,55,673
213,NorthmanTrader,"Government: Big cap tech is getting too big and powerful.

Defense department: here, have a multi billion dollar cloud contract.

$MSFT $AMZN",2021-07-06 19:19:53+00:00,305837,12,35,361
214,Butamaru_Butako,"米国防総省、2019年マイクロソフトに発注したクラウド契約をキャンセルし、アマゾンと共同で行う計画を発表。

アマゾンは、トランプ元大統領に妨害されたと主張していた。(トランプはWapoを子会社に持つアマゾンCEOを敵対視していた)

$MSFT 下落で $AMZN 上昇。AWS🙌🐽

https://t.co/nObY4tph9S",2021-07-06 17:20:04+00:00,32108,4,59,232
215,Matt_Cochrane7,"One of the best skills you can learn as an investor is to add to winners. As Peter Lynch would say:

“Selling your winners and holding your losers is like cutting the flowers and watering the weeds.""

Here are my buys of $MSFT as it approaches its 5-yr anniversary in my portfolio https://t.co/GFRbMbcRlX",2021-07-06 13:29:00+00:00,29013,11,26,282
216,mukund,"$MSFT shares are up 375.6% since Bill Gates stepped down from the CEO role in January 2000. Most of it after 2016.

$AAPL up 918.3% since Steve Jobs' August 2011 retirement. 

$GOOGL Larry Page stepped aside in 2019, has experienced a 92% increase

$AMZN next?",2021-07-06 13:19:50+00:00,56510,22,30,289
217,EliteOptions2,"Elite Options Watchlist 💡

$AAPL 7/9 141C over 140 | Target 🎯: 143 | Stop loss: 139
$GOOGL 7/9 2540C over 2500 | Target 🎯: 2540 | Stop loss: 2485
$MSFT 7/16 280C over 277 | Target 🎯: 280 | Stop loss: 277
$CRWD 7/23 270C over 260 | Target 🎯: 270 | Stop loss: 255",2021-07-06 00:00:03+00:00,82112,5,39,293
218,BahamaBen9,"What's the top 10 largest U.S. stocks in 2031?

Current top 10 largest U.S. stocks by market cap

1 Apple $AAPL
2 Microsoft $MSFT
3 Google $GOOGL
4 Amazon $AMZN
5 Facebook $FB
6 Berkshire $BRK.B
7 Tesla $TSLA
8 Nvidia $NVDA
9 Visa $V
10 JPMorgan $JPM

Give me your 2031 top 10 👇",2021-07-05 04:17:36+00:00,45269,150,102,1011
219,cinnamon_msft,"Happy July 4th! 🇺🇸🎆

Also Windows Terminal has blink support 😉 https://t.co/RJpGPIePQJ",2021-07-04 18:29:32+00:00,17930,7,20,305
220,AbdullahMashat,"نقطة مهمة:

للشخص المهتم بالاستثمار في شركات التقنية عبر صناديق الـETF

يوجد خيار افضل من صندوق SPY وهو صندوق QQQ والذي يتبع سوق Nasdaq صاحب التركيز التقني العالي

وزن اكبر 5 شركات تقنية في SPY = ٢١٪
وزن اكبر 5 شركات تقنية في QQQ = ٤٢٪

اكبر 5 شركات هي $AAPL $MSFT $AMZN $GOOG $FB https://t.co/84wAyziCcX",2021-07-04 12:02:42+00:00,183498,15,35,389
221,zerohedge,"For every $1 allocated to SPX: 6 cents goes into AAPL, 5 cents goes into MSFT, 4c into AMZN, 4c into GOOG/L, and 2c into FB... = 21 cents.

For every $1 allocated to NDX: 11 cents goes into AAPL, 10c into MSFT, 9c into AMZN, 8c into GOOG/L, and 4c into FB... = 42 cents. 
- GS",2021-07-03 18:39:00+00:00,1102421,25,175,800
222,JezCorden,"Push Square is one of the only PS outlets I see demanding better.

IT DOES work.

Complaints about Msft store:
https://t.co/JWSJaOwKy1

Complaints about localisation:
https://t.co/6zHZ2KHYZG

https://t.co/pKARKCgxD7 

Complaints about XBLG price hike:
https://t.co/bY2bbYRnB0 etc. https://t.co/vRLEhxwZMg",2021-07-03 18:05:35+00:00,35550,30,65,698
223,MalwareJake,"So let's set some ground rules:
Independent verification that the newly released model is only trained on kernel source
It's the full kernel source, from all versions (leave Win2k out if you want due to that pesky Java thing)
All kernel drivers owned by MSFT are included too 3/",2021-07-03 15:48:35+00:00,93268,4,13,292
224,TradingThomas3,"In a giving mood this weekend so going to be giving away another 7! TT3 Newsletter subs away, to enter just LIKE+RETWEET+COMMENT and must be following. Winner will be announced Monday. 

$AAPL $AMD $AMZN $BA $BABA $BIDU $FB $GOOGL $NFLX  $MSFT $PINS  $SE $SNAP $SPY $SQ $NIO $TSLA",2021-07-03 11:35:34+00:00,23049,158,154,274
225,HeroDividend,"10 stocks for the next 10 years🔆

AMD $AMD
Square $SQ
Tesla $TSLA
Carrier $CARR
Fortinet $FTNT
Shopify $SHOP
Cloudflare $NET
Microsoft $MSFT
Home Depot $HD
Waste Management $WM",2021-07-02 13:45:05+00:00,31713,28,68,407
226,HeroDividend,"You can find dividend stocks in many different sectors💰

Tech💰
$AVGO
$TXN
$MSFT
$CSCO

Industrials💰
$CAT
$HON
$LHX
$MMM

Retail💰
$WMT
$TGT
$COST
$HD

Healthcare💰
$PFE
$JNJ
$MRK
$ABBV

Telecom💰
$T
$VZ
$CCI
$AMT",2021-07-02 12:49:55+00:00,31713,11,54,281
227,cl,"My 7th year as a Microsoft MVP! I remember growing up and learning from so many MVPs, never imagining I'd be one myself. Receiving this award has been life changing in so many ways. Thank you MSFT for the award and making 3 of my favorite things: PowerShell, SQL Server &amp; SMO 😍 https://t.co/27kOHzQd6q",2021-07-01 15:29:43+00:00,7928,31,7,230
228,TrungTPhan,"7/ Gates was OK with the deal but Allen was not.

He wanted Ballmer to own 5% max...so Gates agreed to drawdown the rest of the equity to give Ballmer from his own pool.  

By 1986, Ballmer owned 8% of $MSFT. It was worth ~$56m when Microsoft IPO'd at $700m. https://t.co/hsmtGEri2J",2021-07-01 13:56:23+00:00,212895,1,9,205
229,TrungTPhan,"Microsoft just reached $2T, pushing Steve Ballmer's net worth to $80B. 

Interestingly: when Ballmer joined MSFT in 1980, he was employee #30 and received ZERO equity. By its IPO in 1986, he owned 8% of MSFT. 

How did Ballmer get that stake? A contract quirk.

Here's the story🧵 https://t.co/oX4fuzLE4V",2021-07-01 13:56:17+00:00,212895,56,612,3234
230,PythiaR,"Q2 2021 Portfolio Update: 

$LBRDK $TDG $GFL $CSU.TO $INFO $MSFT $FB $PVF.UN $SYK $MA $HEI $MTCH $LVMUY $CGNX $ADSK $CHE $BAM $AMAT $NOW $RICK $TSM $IBP $RADI $FTCH 

Q2 Return ($CAD): 7.89% (SPX 6.95%)
YTD: ($CAD): 12.75% (SPX 12.05%)
LTM: ($CAD): 39.66% (SPX 28.13%)

1/2 https://t.co/rq17WPsc9G",2021-07-01 13:07:17+00:00,29352,30,8,232
231,BusinessFamous,"One great thing about investing is that you don’t have to choose sides

You can own competing companies like:

$VZ &amp; $T

$KO &amp; $PEP

$HD &amp; $LOW

$WMT &amp; $TGT

$AAPL &amp; $MSFT

$AMZN &amp; $SHOP",2021-07-01 01:03:02+00:00,34353,26,38,282
232,aionescu,"In the same week, MSFT:
1) Released a pretty cool new OS upgrade
2) Got trolled for TPM2 by the very people that should be embracing it
3) Got trolled for enforcing new hardware by people who buy new MacBooks yearly
4) Had to fess up to more Russian pwnage
5) Got RCE 0day dropped",2021-06-30 21:26:04+00:00,44803,11,48,288
233,eToro,"$FB joins the likes of $AAPL, $MSFT, $AMZN &amp; $GOOG 📈",2021-06-30 13:17:33+00:00,303706,23,18,216
234,BullishRippers,If you had invested $1000 in Microsoft's $MSFT IPO on March 13th 1986 and held to today you'd have $3.68M,2021-06-30 12:16:34+00:00,5639,21,35,259
235,jicchamatome,👴株価がブレイクアウトした後に一回下がっても慌てない。ブレイクアウトしてからは一回下押しされることが多い。その時に今までの上値抵抗線が下値支持線になるかどうかを確認。それが確認されてから機関投資家は本格的に買う。最近ブレイクアウトした銘柄: $CRWD $FB $TEAM $MSFT https://t.co/ZMGNoLrCxz,2021-06-30 03:01:00+00:00,107011,4,44,576
236,matvelloso,"When Windows 8 launched, MSFT was at ~$28.64. 
$26.55 by end of 2012. It would only hit its previous record by 2016.

It's $271.40 now and the culture is drastically different. 

Lots of good things happened since then, and still a lot more to do.",2021-06-30 00:36:42+00:00,32020,21,26,521
237,MarketRebels,"Welcome to the trillion dollar club @Facebook 

$AAPL $2.249T
$MSFT $2.024T
$AMZN $1.737T
$GOOGL $1.671T
$FB $1.008T",2021-06-29 00:55:00+00:00,130813,14,46,209
238,HyenukChu,"Este es el tiempo que les tomó a estas empresas en alcanzar una capitalización de mercado de $ 1 Billón (trillion en inglés)

. Facebook FB : 17 años
. Google GOOGL : 22 años
. Amazon AMZN  : 24 años
. Apple AAPL : 42 años
. Microsoft MSFT: 44 años

gracias @Andreah86973485",2021-06-28 21:28:02+00:00,32960,12,20,223
239,cperruna,"Facebook joined the $1 trillion market cap club today.

$FB

Along with $AAPL $AMZN $MSFT $GOOGL

I own all 5 in my IRA.",2021-06-28 19:39:36+00:00,96584,24,34,540
240,marketplunger1,"Microsoft's $MSFT monthly chart just makes you stop in awe. 

A casual 30.5% CAGR since 2013. 

Nothing off-the-beaten-path or esoteric about the company.

Mega-cap stock in plain sight. https://t.co/1EChr2fe0x",2021-06-28 15:54:27+00:00,21724,17,23,207
241,TheJoyfulTrader,"You'll spend $500 on a new Xbox, but you won't buy $MSFT stock at $268

You'll spend $500+ on a pair of Jordan's, but you won't buy $NKE stock at $152

You'll spend $1100 on a new iPhone, but won't buy $AAPL stock at $135

See the problem yet?",2021-06-28 14:18:05+00:00,20772,42,140,585
242,PeterTrader99,"Last 5 years

$WMT 93%
$JPM 159%
$FB 205%
$GOOGL 258%
$AMZN 387%
$MSFT 432%
$AAPL 470%
$NFLX 496%
$MU 521%
$LRCX 666%
$NOW 675%
$PYPL 726%
$TWLO 1359%
$NVDA 1565%
$TSLA 1639% 
$AMD 1655%
$ROKU 1734%
$TTD 2426%
$SQ 2636%
$SHOP 4969%

Which stock will bring 1000%+ next 5 years? 🧐",2021-06-27 15:27:22+00:00,12692,121,92,557
243,campuscodi,"Microsoft says Nobelium, the group behind the SolarWinds hack, aka the SVR, has breached:

-three new victims (through brute-force attacks)
-a MSFT's tech support agent's device (via malware)

https://t.co/vUAypYKLqB https://t.co/bFmX3TwQKX",2021-06-26 01:31:41+00:00,71121,2,139,243
244,BusinessFamous,"💰💰💰

$1000 of $MSFT earns $8.40 dividends/year

$1000 of $NEE earns $20.80 dividends/year

$1000 of $KO earns $31.00 dividends/year

$1000 of $PM earns $48.00 dividends/year

$1000 of $XYLD earns $93.50 dividends/year

Do you buy from the top of this list or the bottom?",2021-06-24 18:55:25+00:00,34354,64,82,567
245,JohnStCapital,"$FB &amp; $GOOGL are a tax on startups, $V &amp; $MA on commerce, $AAPL on mobile apps, $ICE &amp; $NDAQ on markets, $AMZN &amp; $MSFT on cloud compute, $NFLX &amp; $DIS on entertainment, $CHTR &amp; $CMCSA on broadband, $SPGI &amp; $MCO on data, $HCA &amp; $UNH on HC, $WM &amp; $WCN on waste; become a tax",2021-06-24 17:30:00+00:00,35252,16,48,379
246,HeroDividend,"💰10 Dividend Growth Stocks💰

$O 🏢
$DG 💰
$HD 👷🏻‍♂️
$WM ♻️
$RTX 🚀
$BAC 🏦
$UNH 🩺
$ABBV 💊
$MSFT  ☁️
$CMCSA 📺",2021-06-23 13:24:59+00:00,31714,16,63,354
247,iAmG____,@_msft_xx @LightSkinJay__ @OhThats_dapoet @DamnJazAgain Cuz you know her ass bought the gift thinking he won’t like it so I can keep it.,2021-06-22 18:59:36+00:00,182,3,20,604
248,_msft_xx,@LightSkinJay__ @OhThats_dapoet @DamnJazAgain i'm hurt for him wtf 😭,2021-06-22 17:37:19+00:00,421,1,8,1158
249,MSFT_BusinessDE,"Der Schutz der Wasser-Ressourcen ist einer der größten Herausforderungen der heutigen Zeit und auch wir von Microsoft setzen uns für einen besseren Umgang mit Wasser ein. Mehr zu unseren Initiativen: https://t.co/b1DkYFm48l
#Wasserknappheit 💧🌍 https://t.co/CAsSWZyRvV",2021-06-22 09:00:18+00:00,16351,5,25,224
250,jhuntermav,"Do you ever see someone telling you not to buy $AAPL, $TSLA or $MSFT?  

Now why would there all of a sudden be thousands of people attempting to dissuade retail from investing in $AMC?  It’s because for once in history the little guy is beating the big guy and they can’t take it",2021-06-18 12:45:10+00:00,33673,76,322,1562
251,WCGamingTweets,"Why Xbox Game Pass is Microsoft's biggest opportunity since Windows itself. 

https://t.co/HFcpYGipGb #Xbox $MSFT",2021-06-17 22:29:40+00:00,88993,6,53,500
252,TrungTPhan,"Satya Nadella was just named Chairman of Microsft's Board. 

Since Nadella took over the CEO role from Steve Ballmer in Feb 2014, $MSFT has added more than $1.6T to its market cap. 

Even with the gains, his net worth is only $800m. 

Lesson: You don't get rich being an employee. https://t.co/luuvFXTsOA",2021-06-16 22:38:38+00:00,212900,121,138,2000
253,MingGao26,I just got a Surface Duo phone. I turned of all google permessions and send all data to msft. I figure this is the best way to handle mobile sheninaigans.,2021-06-15 16:17:28+00:00,45172,22,39,382
254,CNBCTechCheck,"""The devices around us that allow us to play these video games, that number is only going to go up,"" says Xbox head @XboxP3 on the future of gaming following $MSFT's E3 presentation. https://t.co/2okYWubVeZ",2021-06-14 15:21:14+00:00,33426,10,62,365
255,HeroDividend,"💰10 Dividend Growth Stocks💰

$V 💳
$O 🏢
$DG 💰
$HD 👷🏻‍♂️
$WM ♻️
$ADP 🔴
$DLR 🏙
$LHX 🚀
$ABBV 💊
$MSFT  ☁️",2021-06-14 14:05:39+00:00,31714,22,66,435
256,SnazzyQ,E3 is lookin’ real good for MSFT and Xbox. I’m impressed.,2021-06-14 06:01:30+00:00,135154,9,10,582
257,JezCorden,"Great show overall. Most of the games I'm interested in were CGI, but that's cool for reveals.

Forza and Flight Sim were 🔥 tech showcases, Outer Worlds, RedFall, Starfield, and others prove MSFT is making exclusives. Varity showcases the value of Game Pass. An A+ #Xbox show.",2021-06-13 18:35:53+00:00,35550,59,73,1190
258,ChartingOptions,"If you’re bullish the market into the remainder of 2021, and specifically tech, you have to be looking to long $AAPL $TSLA right now at these levels—we can add $NFLX too.

They need each other to climb.

$AMZN $ADBE $MSFT have woken up—the whole band will be together soon imho. https://t.co/Jm2Qb4mIYN",2021-06-11 23:32:19+00:00,53466,24,30,246
259,MSFT_BusinessDE,"Eine gesunde Gesellschaft braucht einen gesunden Planeten. Wir unterstützen daher Wissenschaftler*innen weltweit bei der Arbeit zum Erhalt der Artenvielfalt. Mehr zu unseren Initiativen: https://t.co/Z2BiokP3D1
#Artenvielfalt https://t.co/yew1ex8gek",2021-06-11 09:00:17+00:00,16351,6,16,200
260,goto_nikkei,"🇺🇸トップの変遷
S&amp;P500が史上最高値をつけました。①2000年、②07年、③21年の各高値の🇺🇸時価総額上位20社です。いまはGAFAMがやはり突出。00年も21年もランクインしたのは5社(MSFT, WMT, PG, HD, XOM)。なかでもMicrosoftの安定した強さは際立ちます。数年後にはさらなる新陳代謝があるのでしょうか https://t.co/ut4LeAbaab",2021-06-11 02:23:18+00:00,249786,12,322,2072
261,DividendGrowth,"Happy Microsoft $MSFT Dividend Day to Bill Gates

He just received a dividend check for $57,676,043.04",2021-06-10 12:55:00+00:00,81893,34,86,770
262,Hoorge,"Harjit Joins Microsoft! - https://t.co/0daNmAmIMg

#MSFT #BlueBadge #MEMCM #ITPro #MVPBuzz #Microsoft #M365 #Microsoft365 @microsoft @microsoft365 https://t.co/HWbJeiskkZ",2021-06-07 14:25:36+00:00,6340,78,6,287
263,TOFIQFAZL,"$AMC is the hottest commodity the world over Europe &amp; Asia , and in the US beating #TSLA, #MSFT,#NVDA, etc because people see the potential for the squeeze.
#AMCtothemoon ,#AMC",2021-06-07 14:07:32+00:00,32805,12,145,691
264,cadeinvests,"Top 10 stocks owned by hedge funds:

Data from the beginning of Q2.

1. $FB
2. $MSFT
3. $AMZN
4. $GOOGL
5. $GOOG
6. $V
7. $MA
8. $DIS
9. $BABA
10. $PYPL

If you are looking for stocks ideas, this list is a good place to start.",2021-06-07 13:30:21+00:00,10108,15,65,340
265,msft_fml,"Jack Ü - To Ü (msft Remix)

Out on tuesday :) https://t.co/ri5j4OBY7a",2021-06-06 21:38:51+00:00,2698,6,10,217
266,AlphaBetaAnil,"Multi-baggers in my portfolio and lessons learnt:
$TSLA 404%
$SE 366%
$ZS 320%
$ETSY 303%
$PAYC 285%
$SQ 270%
$SHOP 269%
$CRWD 254%
$UPST 225%
$NVCR 218%
$PINS 213%
$SWAV 206%
$TWLO 201%
$TTD 192%
$NIO 188%
$TXG 180%
$FUTU 171%
$BNGO 170%
$PYPL 158%
$MSFT 151%
$MELI 145%
cont..",2021-06-06 20:43:56+00:00,8848,14,36,215
267,HeroDividend,"You can find dividend stocks in many different sectors💰

Tech💰
$AVGO
$TXN
$MSFT
$CSCO

Industrials💰
$CAT
$HON
$BA
$MMM

Retail💰
$WMT
$TGT
$COST
$HD

Healthcare💰
$PFE
$JNJ
$MRK
$ABBV

Telecom💰
$T
$VZ
$CCI
$AMT",2021-06-06 12:54:46+00:00,31715,10,64,289
268,HeroDividend,"Which portfolio are you choosing for the next 10 years?

A)
- $MSFT
- $GOOG
- $CELH
- $ROKU

B)
- $AAPL
- $AMZN
- $UPST
- $ETSY

C)
- $FB
- $CRM
- $FUTU
- $CRWD

D)
- $V
- $TSLA
- $SHOP
- $NVDA",2021-06-05 00:08:36+00:00,31714,205,53,330
269,msft_fml,Producers release sample packs and then get mad at other producers if they use their samples,2021-06-04 14:25:25+00:00,2698,6,13,225
270,Kosukeitou,"現在のポートフォリオはこんな感じ。

$OKTA $NVDA  $TRUP $CHWY $EXPI  $TWOU  $FUBO $DDOG $GRWG $AMZN $MSFT $SNOW $CM $LMND $FVRR $ABNB

ここから銘柄数を絞っていくのがとても難しいけど楽しい作業なんですよね。2週間で半分の8銘柄くらいにはしたい。",2021-06-04 10:10:30+00:00,43214,1,7,204
271,MSFT_BusinessDE,"Die Wiederverwertung und Vermeidung von Abfall schont Ressourcen und schützt Mensch und Umwelt. So kämpfen auch wir von Microsoft für eine „Abfall-neutrale“ Zukunft. Mehr zu unseren Initiativen: https://t.co/VomLo4aRvf
#ZeroWaste https://t.co/hE0546EybG",2021-06-04 09:00:18+00:00,16351,4,16,233
272,EricBalchunas,$AMC's volume today is greater than all these companies combined: $TSLA $AAPL $AMZN $MSFT $FB,2021-06-02 16:50:59+00:00,71667,64,337,1860
273,StockMKTNewz,"Which portfolio would you choose to hold for the next 5 years?

A
Apple $AAPL
Bitcoin $BTC
Walmart $WMT
GameStop $GME

B
Amazon $AMZN
Facebook $FB
Square $SQ
Dogecoin $DOGE

C
Microsoft $MSFT
Tesla $TSLA
PayPal $PYPL
Blackberry $BB

D
Google $GOOGL
Ethereum $ETH
Disney $DIS
$AMC",2021-06-02 01:17:23+00:00,117605,247,34,272
274,MSFT_BusinessDE,"Klimaschutz erfordert Handeln. Deshalb haben wir uns ambitionierte Klimaziele in den Bereichen Kohlenstoff, Abfall, Biodiversität und Wasser gesetzt – für eine nachhaltige Zukunft. Mehr zu unseren Initiativen: https://t.co/JpniQm75Hc
#Nachhaltigkeit💚 https://t.co/5i3u5CgAq9",2021-06-01 09:00:22+00:00,16351,7,33,319
275,BusinessFamous,"Look around. 

Invest in companies whose products and services you can’t do without

💳 $V
☎️ $VZ
🦆 $AFL
💉 $JNJ
⛽️ $CVX
💡 $NEE
🛍 $WMT
📱 $AAPL
💻 $MSFT
🛍 $AMZN

What else do you use everyday?",2021-05-31 23:53:25+00:00,34353,51,62,348
