Unnamed: 0,Unnamed: 0.1,Username,Tweet,Datetime,Number of Followers,Number of Comments,Number of Retweets,Number of Likes,cleaned Tweet,flair_sentiment,flair_sentiment_score,vader_sentiment,vader_score,finbert_sentiment,finbert_score
115,115,AnthonyOhayon,"Time for some math to explain why markets are not what they seem... Since June 22nd, the Nasdaq $NDX $NQ has gone up ~5.5%, ~780 points from 14,120 to 14,900. 

Of that:
206 points came from $AAPL
118 from $MSFT
76 from $AMZN
59 from $GOOGL
34 from $FB...",2021-07-15 01:43:06+00:00,44715,40,93,566,time math explain market seem since june 22nd nasdaq ndx nq go point point come aapl msft amzn fb,NEGATIVE,0.9691,neg,0.0,neutral,0.8952914476394653
116,116,ValueInvestingS,"En 2019, $GOOGL se convirtió en mi primer 10-bagger. Hoy se ha convertido en mi primer 20-bagger. No es más que un hecho anecdótico, pero admito que me ha hecho ilusión. Por supuesto, sigo sin vender hasta el 100-bagger como mínimo. 😃📈🚀 https://t.co/1gxT0jErLd",2021-07-14 15:50:15+00:00,18217,20,17,335,en se convirtió en mi primer bagger hoy se ha convertido en mi primer bagger e más que un hecho anecdótico pero admito que ha hecho ilusión por supuesto sigo sin vender hasta el bagger como mínimo,NEGATIVE,0.7883,neg,0.0,positive,0.7739191651344299
117,117,XclusiveTrading,"📈#XclusiveTriggers 7/14📉

$TSLA calls over 672.11, puts below 665.80
$BABA calls over 216.78, puts below 219
$AAPL calls over 148.78, puts below 145.09
$STM calls over 39.06, puts below 38
$JD calls over 76.60, puts below 76.26

$FB $AMZN $GOOGL $NVDA $SHOP $SNOW $NOW $DAL",2021-07-14 13:29:17+00:00,29157,9,20,248,tsla call put baba call put aapl call put stm call put jd call put fb amzn nvda shop snow dal,NEGATIVE,0.9158,neg,0.0,neutral,0.9442223310470581
118,118,NorthmanTrader,"4 stocks, $AAPL, $AMZN, $GOOGL &amp; $MSFT now have a combined market cap north of $8 trillion, equaling the size of the Fed's balance sheet &amp; 37% of US GDP.
Add $FB and you have $9 trillion in 5 stocks or 42% of US GDP.

20% of total US market cap is concentrated in 5 stocks.",2021-07-14 09:32:12+00:00,305828,156,512,2077,stock aapl amzn amp msft combine market cap north trillion equal size feed balance sheet amp u gdp add fb trillion stock u gdp total u market cap concentrate stock,POSITIVE,0.655,neg,0.0,neutral,0.8852388262748718
119,119,StockMKTNewz,"Apple $AAPL, Amazon $AMZN, Microsoft $MSFT and Google $GOOGL hit new All Time Highs so far today",2021-07-13 14:20:49+00:00,117587,12,24,215,apple aapl amazon amzn microsoft msft hit new time high far today,POSITIVE,0.9891,neg,0.0,positive,0.8466371893882751
121,121,passinvestcom,"🎪直近5年リターン比較🎪
誰もが知る大企業に投資するだけで
たった5年で資産が数倍になりました⤴️
$AAPL 👉542.8%
$MSFT 👉476.8%
$AMZN 👉398.7%
$GOOGL 👉249.7%
$FB 👉198.9%

ちなみに
$QQQ 👉240.9% https://t.co/kXE7tp0YdV",2021-07-11 02:24:16+00:00,13410,10,15,250,aapl msft amzn fb qqq,NEGATIVE,0.8663,neg,0.0,neutral,0.9283598065376282
123,123,smartertrader,"Aapl hit hoy 
Fb hit hoy
Amzn hit hoy
Googl hit hoy 
Now hoy coming 
Roku hoy coming 

But I get it.   Stay short",2021-07-09 22:52:56+00:00,61893,14,18,224,aapl hit hoy fb hit hoy amzn hit hoy hit hoy hoy come roku hoy come get stay short,POSITIVE,0.6739,neg,0.0,neutral,0.8189191222190857
124,124,HamadAlMajidi,"العمل اللي قاموا به $FB و $GOOGL لتطوير نظام الإعلانات أونلاين، غيّر قطاع الإعلانات للأبد و جعل منهم شركات ترليونية.

بتكلم عن ذلك بالتغريدات القادمة:

-تاريخ الإعلانات أونلاين قبل 20 سنة

-أين وجدوا الخلل وكيف أصلحوه وأتقنوه بدقة

-هل فيسبوك و جوجل يسرقون و يبيعون بياناتنا؟ https://t.co/IPOdjg2bDN",2021-07-09 15:47:24+00:00,59377,14,97,770,العمل اللي قاموا به fb و لتطوير نظام الإعلانات أونلاين غي ر قطاع الإعلانات للأبد و جعل منهم شركات ترليونية بتكلم عن ذلك بالتغريدات القادمة تاريخ الإعلانات أونلاين قبل سنة أين وجدوا الخلل وكيف أصلحوه وأتقنوه بدقة هل فيسبوك و جوجل يسرقون و يبيعون بياناتنا,POSITIVE,0.9585,neg,0.0,neutral,0.8214622139930725
125,125,TheStalwart,Nancy Pelosi's husband made a nice $5.3 million on a $GOOGL options trade https://t.co/m8VwAImRfK,2021-07-08 01:17:39+00:00,288786,61,115,815,nancy pelosi husband make nice million option trade,NEGATIVE,0.7866,neg,0.0,neutral,0.8772810697555542
126,126,Beth_Kindig,"Jeff Bezos stepping down and Andy Jassy taking his place tells you where Big Tech thinks we are in the cloud cycle (i.e. early). 

$AMZN $MSFT $GOOGL $BABA #Bezos",2021-07-07 17:26:18+00:00,99084,16,27,350,jeff bezos step andy jassy take place tell big tech think cloud cycle e early amzn msft baba,POSITIVE,0.94,neg,0.0,neutral,0.9323309659957886
127,127,DeItaone,"TRUMP SAYS HE IS FILING CLASS ACTION LAWSUITS AGAINST TECH COMPANIES INCLUDING TWITTER, FACEBOOK AND GOOGLE 
$TWTR $FB $GOOGL",2021-07-07 15:12:39+00:00,382931,68,81,672,trump say file class action lawsuit tech company include twitter facebook twtr fb,NEGATIVE,0.9959,neg,0.0,neutral,0.7372344732284546
128,128,InvestmentTalkk,"Over the past 5Y: 

- $FB +200%
- $NFLX +458%
- $AAPL +485%
- $MSFT + 430%
- $GOOGL +250%

- S&amp;P 500 +103%",2021-07-06 20:18:04+00:00,43707,43,55,673,past 5y fb nflx aapl msft amp p,POSITIVE,0.9536,neg,0.0,neutral,0.9073408842086792
129,129,mukund,"$MSFT shares are up 375.6% since Bill Gates stepped down from the CEO role in January 2000. Most of it after 2016.

$AAPL up 918.3% since Steve Jobs' August 2011 retirement. 

$GOOGL Larry Page stepped aside in 2019, has experienced a 92% increase

$AMZN next?",2021-07-06 13:19:50+00:00,56510,22,30,289,msft share since bill gate step ceo role january aapl since steve job august retirement larry page step aside experience increase amzn next,POSITIVE,0.6034,neg,0.0,neutral,0.9231321215629578
130,130,EliteOptions2,"Elite Options Watchlist 💡

$AAPL 7/9 141C over 140 | Target 🎯: 143 | Stop loss: 139
$GOOGL 7/9 2540C over 2500 | Target 🎯: 2540 | Stop loss: 2485
$MSFT 7/16 280C over 277 | Target 🎯: 280 | Stop loss: 277
$CRWD 7/23 270C over 260 | Target 🎯: 270 | Stop loss: 255",2021-07-06 00:00:03+00:00,82107,5,39,293,elite option watchlist aapl 141c target stop loss 2540c target stop loss msft 280c target stop loss crwd 270c target stop loss,POSITIVE,0.999,neg,0.0,negative,0.7887633442878723
131,131,BahamaBen9,"What's the top 10 largest U.S. stocks in 2031?

Current top 10 largest U.S. stocks by market cap

1 Apple $AAPL
2 Microsoft $MSFT
3 Google $GOOGL
4 Amazon $AMZN
5 Facebook $FB
6 Berkshire $BRK.B
7 Tesla $TSLA
8 Nvidia $NVDA
9 Visa $V
10 JPMorgan $JPM

Give me your 2031 top 10 👇",2021-07-05 04:17:36+00:00,45267,150,102,1011,top large u stock current top large u stock market cap apple aapl microsoft msft amazon amzn facebook fb berkshire brk b tesla tsla nvidia nvda visa v jpmorgan jpm give top,POSITIVE,0.9989,neg,0.0,neutral,0.9211525917053223
132,132,JourneyToIthaka,"Portfolio Q2 2021

https://t.co/HjB0wk6Vii

$FB $TCEHY $AMZN $GOOGL $CSU.TO $BABA $TDG $EVO $HEI.A $SE $SHOP $TOI.V $TWTR https://t.co/90PerkzmMo",2021-07-04 19:28:22+00:00,837,15,18,227,portfolio q2 fb tcehy amzn csu baba tdg evo hei se shop toi v twtr,POSITIVE,0.9863,neg,0.0,neutral,0.9185174107551575
133,133,TradingThomas3,"In a giving mood this weekend so going to be giving away another 7! TT3 Newsletter subs away, to enter just LIKE+RETWEET+COMMENT and must be following. Winner will be announced Monday. 

$AAPL $AMD $AMZN $BA $BABA $BIDU $FB $GOOGL $NFLX  $MSFT $PINS  $SE $SNAP $SPY $SQ $NIO $TSLA",2021-07-03 11:35:34+00:00,23049,158,154,274,give mood weekend go give away another tt3 newsletter sub away enter like retweet comment must follow winner announce monday aapl amd amzn ba baba bidu fb nflx msft pin se snap spy sq nio tsla,NEGATIVE,0.9686,neg,0.0,neutral,0.9177104830741882
134,134,fatbabyfunds,"$googl is the search engine
$amzn is the search engine for commerce
$spot is the search engine for music
$z is the search engine for housing
$abnb is the search engine for travel

Search is a great business to be in.",2021-07-02 18:03:32+00:00,7317,28,24,246,search engine amzn search engine commerce spot search engine music z search engine house abnb search engine travel search great business,POSITIVE,0.9897,neg,0.0,neutral,0.9351356029510498
135,135,MarketRebels,"Welcome to the trillion dollar club @Facebook 

$AAPL $2.249T
$MSFT $2.024T
$AMZN $1.737T
$GOOGL $1.671T
$FB $1.008T",2021-06-29 00:55:00+00:00,130797,14,46,209,welcome trillion dollar club aapl 249t msft 024t amzn 737t 671t fb 008t,POSITIVE,0.9994,neg,0.0,neutral,0.9145151376724243
136,136,HyenukChu,"Este es el tiempo que les tomó a estas empresas en alcanzar una capitalización de mercado de $ 1 Billón (trillion en inglés)

. Facebook FB : 17 años
. Google GOOGL : 22 años
. Amazon AMZN  : 24 años
. Apple AAPL : 42 años
. Microsoft MSFT: 44 años

gracias @Andreah86973485",2021-06-28 21:28:02+00:00,32960,12,20,223,este e el tiempo que le tomó estas empresas en alcanzar una capitalización de mercado de billón trillion en inglés facebook fb años años amazon amzn años apple aapl años microsoft msft años gracias,POSITIVE,0.8988,neg,0.0,positive,0.48974746465682983
137,137,cperruna,"Facebook joined the $1 trillion market cap club today.

$FB

Along with $AAPL $AMZN $MSFT $GOOGL

I own all 5 in my IRA.",2021-06-28 19:39:36+00:00,96583,24,34,540,facebook join trillion market cap club today fb along aapl amzn msft ira,NEGATIVE,0.9596,neg,0.0,neutral,0.9081463813781738
138,138,PandaOptions,"Pandas Weekly Watchlist 🐼

$ROKU 445c over 437, 410p under 419
$BIDU 210c over 205, 185p under 190
$HD 320c over 316, 305p under 308
$CRWD 265c over 259, 240p under 243
$GOOGL 2500c over 2462, 2370p under 2400
$SPOT 275c over 269, 240p under 247",2021-06-27 21:38:10+00:00,33136,13,51,352,panda weekly watchlist roku 445c 410p bidu 210c 185p hd 320c 305p crwd 265c 240p 2500c 2370p spot 275c 240p,POSITIVE,0.9955,neg,0.0,neutral,0.935643196105957
139,139,StockMKTNewz,"In July of 2005 Google $GOOGL acquired a small startup called Android for ~$50M

Today almost 73% of all smartphones worldwide use the Android operating system 🤯🤯",2021-06-27 17:03:28+00:00,117588,1,30,213,july acquire small startup call android 50m today almost smartphones worldwide use android operate system,POSITIVE,0.574,neg,0.0,neutral,0.9179534316062927
140,140,PeterTrader99,"Last 5 years

$WMT 93%
$JPM 159%
$FB 205%
$GOOGL 258%
$AMZN 387%
$MSFT 432%
$AAPL 470%
$NFLX 496%
$MU 521%
$LRCX 666%
$NOW 675%
$PYPL 726%
$TWLO 1359%
$NVDA 1565%
$TSLA 1639% 
$AMD 1655%
$ROKU 1734%
$TTD 2426%
$SQ 2636%
$SHOP 4969%

Which stock will bring 1000%+ next 5 years? 🧐",2021-06-27 15:27:22+00:00,12693,121,92,557,last year wmt jpm fb amzn msft aapl nflx mu lrcx pypl twlo nvda tsla amd roku ttd sq shop stock bring next year,POSITIVE,0.9843,neg,0.0,neutral,0.9259548187255859
141,141,charliebilello,"Two revolutionary companies went public in the summer of 2004. These are their returns since...

Google: +4,780%
Domino's Pizza: +7,080%

$GOOGL $DPZ

Data via @ycharts https://t.co/uoY8vEC1DD",2021-06-25 22:01:05+00:00,311986,67,477,2130,two revolutionary company go public summer return since domino pizza dpz data via,POSITIVE,0.9943,neg,0.0,neutral,0.8446822762489319
142,142,BridgieCasey,I don’t understand how $GOOGL can have such a high share price when men in my @‘s don’t even know search engines exist,2021-06-25 19:57:21+00:00,15579,17,14,342,understand high share price men even know search engine exist,NEGATIVE,0.6028,neg,0.0,neutral,0.9137529134750366
143,143,JohnStCapital,"$FB &amp; $GOOGL are a tax on startups, $V &amp; $MA on commerce, $AAPL on mobile apps, $ICE &amp; $NDAQ on markets, $AMZN &amp; $MSFT on cloud compute, $NFLX &amp; $DIS on entertainment, $CHTR &amp; $CMCSA on broadband, $SPGI &amp; $MCO on data, $HCA &amp; $UNH on HC, $WM &amp; $WCN on waste; become a tax",2021-06-24 17:30:00+00:00,35252,16,48,379,fb amp tax startup v amp commerce aapl mobile apps ice amp ndaq market amzn amp msft cloud compute nflx amp dis entertainment chtr amp cmcsa broadband spgi amp mco data hca amp unh hc wm amp wcn waste become tax,NEGATIVE,0.9929,neg,0.0,neutral,0.9180516600608826
144,144,DividendsDad,"Index fund investors buying $VOO can reach financial independence. 

Growth investors buying companies like $SQ and $GOOGL can reach financial independence. 

Dividend investors buying companies like $JNJ and $HD can reach financial independence. 

The bottom line is INVEST.",2021-06-20 16:59:34+00:00,4649,23,81,525,index fund investor buy voo reach financial independence growth investor buy company like sq reach financial independence dividend investor buy company like jnj hd reach financial independence bottom line invest,NEGATIVE,0.986,neg,0.0,neutral,0.9207385778427124
145,145,marketplunger1,It really is humbling trying to find off-the-beaten-path investment ideas when I could’ve just bought $GOOGL and enjoyed a +44% YTD return.,2021-06-16 13:52:37+00:00,21725,23,20,486,really humble try find beat path investment idea could buy enjoy ytd return,POSITIVE,0.9519,neg,0.0,neutral,0.7607913017272949
146,146,MarketRebels,"$GOOGL plans to stop accepting YouTube ads for alcohol, gambling, prescription drugs, and election space",2021-06-14 16:36:37+00:00,130797,20,21,206,plan stop accept youtube ad alcohol gamble prescription drug election space,NEGATIVE,0.9998,neg,0.0,neutral,0.917517364025116
147,147,cadeinvests,"Top 10 stocks owned by hedge funds:

Data from the beginning of Q2.

1. $FB
2. $MSFT
3. $AMZN
4. $GOOGL
5. $GOOG
6. $V
7. $MA
8. $DIS
9. $BABA
10. $PYPL

If you are looking for stocks ideas, this list is a good place to start.",2021-06-07 13:30:21+00:00,10106,15,65,340,top stock own hedge fund data begin q2 fb msft amzn goog v dis baba pypl look stock idea list good place start,POSITIVE,0.9793,neg,0.0,neutral,0.8088194131851196
148,148,crypto,"Google, the world’s largest digital advertising seller, will let companies offering #cryptocurrency wallets run ads beginning in August https://t.co/gpkoBgDrth $GOOGL https://t.co/OYSdeA05Ai",2021-06-03 04:44:09+00:00,626554,17,89,265,world large digital advertise seller let company offer wallet run ad begin august,POSITIVE,0.5258,neg,0.0,neutral,0.9372289776802063
149,149,PythiaR,"Literally you can buy $GOOGL for 20x earnings today. It's just sitting there, right in front of you. https://t.co/se1fMXqDnP",2021-06-02 19:30:30+00:00,29352,29,25,466,literally buy 20x earn today sit right front,POSITIVE,0.6181,neg,0.0,neutral,0.9196992516517639
150,150,StockMKTNewz,"Which portfolio would you choose to hold for the next 5 years?

A
Apple $AAPL
Bitcoin $BTC
Walmart $WMT
GameStop $GME

B
Amazon $AMZN
Facebook $FB
Square $SQ
Dogecoin $DOGE

C
Microsoft $MSFT
Tesla $TSLA
PayPal $PYPL
Blackberry $BB

D
Google $GOOGL
Ethereum $ETH
Disney $DIS
$AMC",2021-06-02 01:17:23+00:00,117590,247,34,272,portfolio would choose hold next year apple aapl bitcoin btc walmart wmt gamestop gme b amazon amzn facebook fb square sq dogecoin doge c microsoft msft tesla tsla paypal pypl blackberry bb ethereum eth disney dis amc,NEGATIVE,0.978,neg,0.0,neutral,0.9447336196899414
151,151,PythiaR,"You could buy $AMC for 5.5x 2022E sales or $GOOGL for 5.5x. 

You pick.",2021-06-01 23:13:02+00:00,29352,31,17,423,could buy amc 5x 2022e sale 5x pick,NEGATIVE,0.9872,neg,0.0,neutral,0.9278208017349243
152,152,Investingcom,"*COINBASE GLOBAL: NOW USE YOUR COINBASE CARD WITH APPLE PAY AND GOOGLE PAY

$COIN $AAPL $GOOGL",2021-06-01 19:00:59+00:00,599476,9,78,454,coinbase global use coinbase card apple pay pay coin aapl,POSITIVE,0.9484,neg,0.0,neutral,0.9250105619430542
153,153,CountDankulaTV,"I never understood onlyfans because I Googl big boob 2 billion result, but mint your balls man. 

At least yours is for charity. I bought a watch.",2021-05-30 20:08:37+00:00,289573,23,19,980,never understand onlyfans big boob billion result mint ball man least charity buy watch,NEGATIVE,0.9905,neg,0.0,neutral,0.9227297306060791
154,154,JohnStCapital,"5/ On FAAMG- "" $AMZN at $3200 is not a bubble stock. Not whatsoever. It’s basically decent value. I don’t just mean AMZN, but a lot of the big FAAMG names.""

What could hit $5T first? #1 AMZN #2 $MSFT

$GOOGL could have a big pop, ironically, if the gov't breaks them up because",2021-05-30 14:39:17+00:00,35252,1,19,310,faamg amzn bubble stock whatsoever basically decent value mean amzn lot big faamg name could hit 5t first amzn msft could big pop ironically gov break,NEGATIVE,0.9995,neg,0.0,positive,0.6000072956085205
155,155,jchatterleyCNN,"#Bitcoin: ""Everybody gets to participate. It's rules but there's no rulers.""

@michael_saylor CEO @MicroStrategy talks $BTC maturity, forming the Bitcoin Mining Council, and having more onset dominance than the early days of $FB, $AMZN, $GOOGL, $AAPL.

PART 1 https://t.co/tF1S0Qt1HC",2021-05-27 19:00:04+00:00,89435,265,597,3304,everybody get participate rule ruler ceo talk btc maturity form bitcoin mine council onset dominance early day fb amzn aapl part,POSITIVE,0.8393,neg,0.0,neutral,0.9224081039428711
157,157,DeItaone,"GERMAN CARTEL OFFICE OPENS INVESTIGATION INTO GOOGLE GERMANY, GOOGLE IRELAND AND ALPHABET - STATEMENT
$GOOGL",2021-05-25 09:12:24+00:00,383108,4,40,203,german cartel office open investigation germany ireland alphabet statement,NEGATIVE,0.9872,neg,0.0,neutral,0.7286962270736694
158,158,charliebilello,"The combined revenue of the 4 largest US companies hit a record $1.1 trillion over last 12 months...
Apple $AAPL: $325 billion
Microsoft $MSFT: $160 billion
Amazon $AMZN: $419 billion
Google $GOOGL: $197 billion

That's larger than the GDP of all but 14 countries.

Data: @ycharts https://t.co/Ij8yNPYAQF",2021-05-25 01:23:43+00:00,311987,20,176,495,combine revenue large u company hit record trillion last month apple aapl billion microsoft msft billion amazon amzn billion billion large gdp country data,POSITIVE,0.9283,neg,0.0,neutral,0.7903656959533691
159,159,alsabban1982,"📍السعودي:
▪️صحة: المواساة و دلة و الحبيب
▪️تأمين: بوبا
▪️تجزئة: جرير و اكسترا
▪️تقنية: ام اي اس

📍الأمريكي:
▪️وحوش: $TSLA $FB $GOOGL $AMZN
▪️معالجات: $AMD $TSM
▪️تحول رقمي: $PLTR $SNOW
▪️صينيتين: $NIO $BABA
▪️أمن سيبراني: $CRWD
▪️سيارات مستعملة: $CVNA

📍أمثلة و ليست توصية شراء https://t.co/fDLBbjpyXH",2021-05-22 14:22:23+00:00,134781,12,35,782,السعودي صحة المواساة و دلة و الحبيب تأمين بوبا تجزئة جرير و اكسترا تقنية ام اي اس الأمريكي وحوش tsla fb amzn معالجات amd tsm تحول رقمي pltr snow صينيتين nio baba أمن سيبراني crwd سيارات مستعملة cvna أمثلة و ليست توصية شراء,POSITIVE,0.9643,neg,0.0,neutral,0.8404282927513123
160,160,TheStalwart,Here's the key chart. Tether is now one of the biggest money market funds in the world. It holds more commercial paper than companies like $AMZN or $GOOGL https://t.co/pmxUXPaUqs,2021-05-22 00:44:20+00:00,288787,31,85,284,key chart tether one big money market fund world hold commercial paper company like amzn,POSITIVE,0.8717,neg,0.0,neutral,0.8877215385437012
161,161,SchruteFO,"If I had to hold 10 stocks for 20 years, in order of conviction:

1. $MSFT
2. $AMZN
3. $SHOP
4. $SQ
5. $TWLO
6. $BRK
7. $CRWD
8. $V
9. $GOOGL
10. $NFLX",2021-05-21 16:22:19+00:00,4976,50,35,380,hold stock year order conviction msft amzn shop sq twlo brk crwd v nflx,NEGATIVE,0.7363,neg,0.0,neutral,0.9175057411193848
162,162,HyenukChu,"#FAAMG Yo por ahora no soy tan entusiasta Alcista. Sigo con mi cash. 
No he olvidado q (Tengo bien grande anotado) 
FB AAPL AMZN MSFT GOOGL todos tuvieron excelentes resultados Pero post earnings declinaron inmediatamente. 
¿PQ estarán vendiendo? (5 veces me pregunto lo mismo)",2021-05-20 16:39:32+00:00,32960,17,19,255,yo por ahora soy tan entusiasta alcista sigo con mi cash olvidado q tengo bien grande anotado fb aapl amzn msft todos tuvieron excelentes resultados pero post earn declinaron inmediatamente pq estarán vendiendo veces pregunto lo mismo,POSITIVE,0.9166,neg,0.0,positive,0.5319527983665466
163,163,DeItaone,"GOOGLE SAYS PLANS TO OPEN GOOGLE'S PHYSICAL RETAIL STORE IN NEW YORK
$GOOGL",2021-05-20 13:09:03+00:00,383145,23,40,203,say plan open physical retail store new york,NEGATIVE,0.8686,neg,0.0,neutral,0.9311404228210449
164,164,MarketRebels,$GOOGL is partnering up with $SHOP which will introduce a shopping cart in their Chrome browser,2021-05-18 18:13:20+00:00,130797,9,39,288,partner shop introduce shop cart chrome browser,POSITIVE,0.9946,neg,0.0,neutral,0.8674324750900269
165,165,TrungTPhan,"Summary of Michael Burry's current portfolio:
◻️ $TSLA puts = 40% 
◻️ $TLT puts = 13% 
◻️ $FB calls = 12%
◻️ $GOOGL call = 12%
◻️ Other = 23% 
◻️ F**ks given = 0%",2021-05-17 23:33:21+00:00,212881,22,51,558,summary michael burry current portfolio tsla put tlt put fb call call f k give,NEGATIVE,0.8135,neg,0.0,neutral,0.9343218803405762
167,167,saxena_puru,"Due to size and slower growth, mega-cap tech isn't my game anymore but those stocks do look quite undervalued. 

Some of the most dominant, cash rich companies appear to be on sale right now. 

$AMZN $BABA $FB $GOOGL",2021-05-15 23:45:52+00:00,221718,91,75,1078,due size slow growth mega cap tech game anymore stock look quite undervalue dominant cash rich company appear sale right amzn baba fb,NEGATIVE,0.9614,neg,0.0,neutral,0.6081466674804688
168,168,heydave7,"1. Generational Company in early stages
TSLA

2. Potentially great companies in early stages
LMND
COIN
TDOC
SQ
RBLX
SHOP
NET, ESTC, FVRR, TWTR, PLTR, PTON

3. Great/generational companies in mid-later stages
GOOGL
FB
AMZN

4. Chinese companies for exposure
JD
BILI",2021-05-13 18:17:23+00:00,105939,15,25,323,generational company early stage tsla potentially great company early stage lmnd coin tdoc sq rblx shop net estc fvrr twtr pltr pton great generational company mid late stage fb amzn chinese company exposure jd bili,POSITIVE,0.9953,neg,0.0,neutral,0.9365776181221008
169,169,Leonardootero61,"O $GOOGL adquiriu o YouTube em 2006 por $1,65 bilhão. 

Hoje, a receita de anúncios do YouTube é de $1,65 bilhão a cada 3 semanas.",2021-05-12 22:17:08+00:00,13860,6,21,431,adquiriu youtube em por bilhão hoje receita de anúncios youtube é de bilhão cada semanas,POSITIVE,0.9106,neg,0.0,positive,0.5806330442428589
170,170,Biohazard3737,"$MSFT, $FB, $GOOGL and $AMZN are terrible businesses to own during inflation. Low margins, require tons of raw materials, no pricing power, etc...",2021-05-12 16:23:13+00:00,24571,48,57,900,msft fb amzn terrible business inflation low margin require ton raw material price power etc,NEGATIVE,0.9965,neg,0.0,neutral,0.8717442750930786
171,171,Tiagogreis,"Valorização das Big Techs desde o IPO:

Apple $AAPL 100.000%
Microsoft $MSFT 252.000%
Facebook $FB 734%
Amazon $AMZN 3.289%
Google $GOOGL 4.242%",2021-05-11 12:08:18+00:00,147951,4,6,279,valorização da big tech desde ipo apple aapl microsoft msft facebook fb amazon amzn,POSITIVE,0.9906,neg,0.0,neutral,0.9141718149185181
172,172,Convertbond,"Since ""Blowout"" Earnings

Amazon $AMZN -10%
Facebook $FB -7%
Apple $AAPL -6%
Google $GOOGL -6%
Microsoft $MSFT -5%

via @BearTrapsReport",2021-05-10 14:16:33+00:00,75995,38,100,646,since blowout earn amazon amzn facebook fb apple aapl microsoft msft via,NEGATIVE,0.5996,neg,0.0,neutral,0.9204403758049011
174,174,PandaOptions,"Pandas Weekly Watchlist 🐼

$BA 240c over 237.68, 220p under 224
$GOOGL 2400c over 2385, 2280p under 2300
$FB 325c over 323, 310p under 314
$NVDA 610c over 600, 565p under 574
$JPM 165c over 162
$CAT 245c over 242",2021-05-09 21:30:00+00:00,33136,13,32,253,panda weekly watchlist ba 240c 220p 2400c 2280p fb 325c 310p nvda 610c 565p jpm 165c cat 245c,POSITIVE,0.7646,neg,0.0,neutral,0.9392358064651489
176,176,The_RockTrading,"$CCIV Luxury electric vehicle maker Lucid Motors Inc has roped in a former executive of Alphabet Inc's (NASDAQ:GOOGL) (NASDAQ:GOOG) self-driving unit Waymo as its chief financial officer, Sherry House.",2021-05-05 13:01:20+00:00,112041,12,38,335,cciv luxury electric vehicle maker lucid motor inc rope former executive alphabet inc nasdaq nasdaq goog self drive unit waymo chief financial officer sherry house,POSITIVE,0.9891,neg,0.0,neutral,0.9327183961868286
177,177,JesseCohenInv,$AAPL $AMZN $MSFT $GOOGL $FB $TSLA $NVDA $BABA $PYPL https://t.co/KrGvBdgXke,2021-05-04 16:10:14+00:00,33306,41,141,502,aapl amzn msft fb tsla nvda baba pypl,NEGATIVE,0.9641,neg,0.0,neutral,0.9223858118057251
178,178,ripster47,"#tradingtips 
10 Min EMA System
Downtrend on Large Caps or Trend Reversal on Small Caps
Follow 5-12 Downtrend or as long as 34-50 EMA cloud rejects
See charts below
#EMA Clouds
$TSLA $NVDA $GOOGL $OCGN examples https://t.co/DzxF7f2rd4",2021-05-04 15:31:00+00:00,243238,21,80,358,min ema system downtrend large cap trend reversal small cap follow downtrend long ema cloud reject see chart cloud tsla nvda ocgn example,NEGATIVE,0.9992,neg,0.0,neutral,0.5831589698791504
179,179,SJosephBurns,"Which two of these companies could you completely stop using all their products and services forever: 

$AAPL
$GOOGL
$AMZN
$FB
$MSFT
$TWTR
$DIS
$WMT
$MCD",2021-05-03 11:29:31+00:00,405379,398,27,243,two company could completely stop use product service forever aapl amzn fb msft twtr dis wmt mcd,NEGATIVE,0.9878,neg,0.0,neutral,0.7713300585746765
180,180,alsabban1982,"My stocks in each area-

Genetics 🧬- $ARKG $CRSP $BNGO
AI 👤- $GOOGL $NVDA $CRM $IBM $MSFT
Robotics 🦧
Blockchain 🦧
Renewable Energy ☀️- $BEP $TAN $ICLN
Auto 🚗- $TSLA $NIO $GM
Real estate 🏡- $FRT
Semiconductors 📱💻- $INTC $TSM $ASML
Social 🧑‍💻- $FB
Pharmacy 💊- $WBA $CVS https://t.co/p8DKVqzQpf",2021-04-30 20:07:26+00:00,134782,7,22,308,stock area genetics arkg crsp bngo ai nvda crm ibm msft robotics blockchain renewable energy bep tan icln auto tsla nio gm real estate frt semiconductor intc tsm asml social fb pharmacy wba cv,POSITIVE,0.9971,neg,0.0,neutral,0.9183415174484253
181,181,OphirGottlieb,"$ROKU $GOOGL

Here's a prediction with edge.

Roku and Google come to an agreement to keep YouTube TV on Roku.",2021-04-30 16:49:14+00:00,143139,31,7,256,roku prediction edge roku come agreement keep youtube tv roku,NEGATIVE,0.9361,neg,0.0,neutral,0.8853091597557068
182,182,TrungTPhan,"Spent last 72 hours looking at European tech stocks

Here’s my recommendation on what to buy: $FB, $AMZN, $AAPL, $MSFT, $GOOGL",2021-04-30 15:01:24+00:00,212881,42,57,1218,spend last hour look european tech stock recommendation buy fb amzn aapl msft,NEGATIVE,0.9991,neg,0.0,neutral,0.9206506609916687
183,183,Beth_Kindig,"After the busiest week of Q1 earnings, we take a look at which stocks outperformed revenue estimates the most.

$NIO $SHOP $AAPL $FB $AMD $GOOGL $AMZN $PINS $MSFT $TSLA $TDOC https://t.co/PIr3WPJR7R",2021-04-30 14:26:58+00:00,99088,23,138,612,busy week q1 earn take look stock outperform revenue estimate nio shop aapl fb amd amzn pin msft tsla tdoc,NEGATIVE,0.8498,neg,0.0,negative,0.7717978358268738
