Username,Tweet,Datetime,Number of Followers,Number of Comments,Number of Retweets,Number of Likes,cleaned Tweet,flair_sentiment,flair_sentiment_score,vader_sentiment,vader_score,finbert_sentiment,finbert_score,ticker
GerberKawasaki,Munger and Buffett are 188 years old. Of course they don’t get bitcoin. They don’t even get technology. The furthest they got was Apple $aapl $brka,2021-05-02 21:55:36+00:00,174336,176,103,1385,munger buffett year old course get bitcoin even get technology furthest get brka,NEGATIVE,0.7061,neu,0,neutral,0.79830873,AAPL
1MainCapital,"Ok, have a friendly bet w wifey.

Of the following, if you had to stop using the products/services of two of these companies completely, which would you get rid of?

$FB, $AMZN, $MSFT, $GOOG, $AAPL",2021-05-02 20:41:34+00:00,16196,1813,46,652,ok friendly bet w wifey follow stop use product service two company completely would get rid fb amzn msft goog,NEGATIVE,0.983,neu,0.4939,neutral,0.862407625,AAPL
cperruna,"Berkshire 1st bought $AAPL in May 2016, after a 25,000% run, 32 years after IPO.

Berkshire 1st bought $AMZN in May 2019, after a 97,000% run, 22 years after IPO.

Bitcoin and crypto is only 12 years old.
Bitcoin up 19 million %.    

Perhaps still too early for Berkshire. 🤔😎😉 https://t.co/uLqXBr3Dm0",2021-05-02 14:45:32+00:00,95866,23,45,282,berkshire 1st buy may run year ipo berkshire 1st buy amzn may run year ipo bitcoin crypto year old bitcoin million perhaps still early berkshire,NEGATIVE,0.969,neu,0,neutral,0.910743415,AAPL
StockDweebs,"My top stocks to buy this week:

1. $ROKU - 6.2% 📺
2. $SQ - 5.4% ⬛️
3. $PYPL - 3.9% 💳
4. $DKNG - 5.7% 🏈
5. $ATVI - 3.5% 🏓
6. $TWTR - 4.4% 🐦
7. $AAPL - 2.4% 🍎
8. $AMD - 3.5% 🔦
9. $NKE - 2.3% 🏀
10. $GE - 3.0% 🌬️

Watch the technical analysis here: https://t.co/BMc46Llbde",2021-05-02 13:00:01+00:00,180444,48,57,640,top stock buy week roku sq pypl dkng atvi twtr amd nke ge watch technical analysis,POSITIVE,0.9988,neu,0.2023,neutral,0.8998335,AAPL
ValaAfshar,"Revenue ($ billions): 

Tesla
Netflix
Uber
*AirPods* $AAPL 
Adobe
NVIDIA
AMD
Spotify
Twitter
Snap
Shopify https://t.co/9BsA0xTKsT",2021-05-02 00:27:22+00:00,601284,17,72,274,revenue billion tesla netflix uber airpods adobe nvidia amd spotify twitter snap shopify,NEGATIVE,0.7254,neu,0,neutral,0.926704586,AAPL
cperruna,"""If I taught a class, on my final exam I would take an Internet company &amp; ask, 'How much is this company worth?' Anyone who would answer, I would flunk."" Buffett, 1998

Buys $AAPL 18 years later
Buys $AMZN 21 years later

All-time investor but not the one to talk tech or crypto.",2021-05-01 19:53:39+00:00,95867,41,30,411,teach class final exam would take internet company amp ask much company worth anyone would answer would flunk buffett buy year late buy amzn year late time investor one talk tech crypto,NEGATIVE,0.9999,neu,-0.1027,neutral,0.919796824,AAPL
WOLF_Financial,"Which portfolio would you choose for 5 years? Why?

A.
$AAPL
$TWTR
$PLTR
$ARKK

B.
$AMZN
$PINS
$SE
$QQQJ

C. 
$FB
$FUTU
$SQ
$VOO",2021-05-01 14:46:24+00:00,23209,272,40,308,portfolio would choose year twtr pltr arkk b amzn pin se qqqj c fb futu sq voo,NEGATIVE,0.999,neu,0,neutral,0.929304302,AAPL
jicchamatome,"👴ビデオサマリー(5/1)
＜第1四半期決算の総括＞
- 結論: 決算は良い、投資家は冷淡
- 好決算トップ３: $AMD $FB $GOOG
- $AAPL $TSLA $GOOG: 決算○、当然買い、決算後の反応は無視してOK
- いまの相場ですべきこと: ①十分な分散 ②ファンダメンタルズ、バリュエーションに気を配る ③決算に気を配る",2021-05-01 11:16:22+00:00,105344,4,48,720,amd fb goog tsla goog ok,POSITIVE,0.7792,neu,0.296,neutral,0.9285748,AAPL
BradoCapital,"Here is my working A-Z list of the greatest businesses on the planet 🌎 

Abbott $ABT
Accenture $ACN
Activision Blizzard $ATVI
Adobe $ADBE
Airbnb $ABNB
Alibaba $BABA
Alphabet $GOOG
Amazon $AMZN
American Tower $AMT
Ansys $ANSS
Apple $AAPL
Atlassian $TEAM
Autodesk $ADSK",2021-04-30 18:19:03+00:00,2157,38,74,432,work z list great business planet abbott abt accenture acn activision blizzard atvi adobe adbe airbnb abnb alibaba baba alphabet goog amazon amzn american tower amt ansys ans atlassian team autodesk adsk,POSITIVE,0.9985,neu,0.7003,neutral,0.919187307,AAPL
munster_gene,Investors gave $AAPL little love for its record quarter. Here are four stats that put the quarter into perspective:,2021-04-30 16:05:39+00:00,22652,24,25,232,investor give little love record quarter four stats put quarter perspective,NEGATIVE,0.8888,neu,0.6003,neutral,0.870897353,AAPL
TrungTPhan,"Spent last 72 hours looking at European tech stocks

Here’s my recommendation on what to buy: $FB, $AMZN, $AAPL, $MSFT, $GOOGL",2021-04-30 15:01:24+00:00,202543,42,57,1218,spend last hour look european tech stock recommendation buy fb amzn msft googl,NEGATIVE,0.9988,neu,0,neutral,0.904766738,AAPL
Beth_Kindig,"After the busiest week of Q1 earnings, we take a look at which stocks outperformed revenue estimates the most.

$NIO $SHOP $AAPL $FB $AMD $GOOGL $AMZN $PINS $MSFT $TSLA $TDOC https://t.co/PIr3WPJR7R",2021-04-30 14:26:58+00:00,98475,23,138,612,busy week q1 earn take look stock outperform revenue estimate nio shop fb amd googl amzn pin msft tsla tdoc,NEGATIVE,0.8933,neu,0,negative,0.720950484,AAPL
markminervini,"Stocks like $DLTH, $ETH, $BKE, $GPKR and even $AAPL (to name just a few) really tell the true story about this market environment. 1 to 3 day pops, then back in you go. The whack a mole marke!  I started selling into the short term pops months ago. Best decision I ever made. https://t.co/VuMjcLnBUF",2021-04-30 14:14:37+00:00,313925,14,25,330,stock like dlth eth bke gpkr even name really tell true story market environment day pop back go whack mole marke start sell short term pop month ago best decision ever make,NEGATIVE,0.9953,neu,0.8683,neutral,0.863586605,AAPL
charliebilello,"At $7.5 trillion, the combined market cap of Apple, Microsoft, Amazon, and Google is higher than the GDP of every country in the world with the exception of the US and China.

$AAPL $MSFT $AMZN $GOOGL

Charting via @ycharts https://t.co/HHhN6aJKL7",2021-04-29 20:29:38+00:00,309807,54,322,862,trillion combine market cap microsoft amazon google high gdp every country world exception u china msft amzn googl chart via,NEGATIVE,0.9404,neu,0.1779,neutral,0.9176085,AAPL
charliebilello,"Q1 Revenue Growth, YoY % Change...
Tesla $TSLA: +73.6%
Apple $AAPL: +53.6%
Facebook $FB: +47.5%
Amazon $AMZN: +43.8%
Google $GOOGL: +34.4%
Netflix $NFLX: +24.1%
Microsoft $MSFT: +19.1%
S&amp;P 500 $SPY: +5.6%",2021-04-29 20:22:59+00:00,309807,94,635,2622,q1 revenue growth yoy change tesla tsla facebook fb amazon amzn google googl netflix nflx microsoft msft amp p spy,POSITIVE,0.9477,neu,0.5106,neutral,0.771038055,AAPL
BackpackerFI,"$AAPL has been negative on the year 14 of the last 40 years, nearly a quarter of them

7 of those times exceeded a 30% drawdown

Long-term winners don’t go straight up",2021-04-29 18:48:28+00:00,55490,5,24,251,negative year last year nearly quarter time exceed drawdown long term winner go straight,NEGATIVE,0.9977,neu,0.25,negative,0.953494489,AAPL
markminervini,"If anyone thinks the breakout/reversal theme is isolated to the thinner names, take a look at AAPL today. Pop and drop is rampant! And who knows... could close strong. LOL! Lots of jockeying around breakouts.",2021-04-29 14:47:32+00:00,313925,30,13,491,anyone think breakout reversal theme isolate thin name take look today pop drop rampant know could close strong lol lot jockey around breakout,NEGATIVE,0.9942,neu,0.4939,neutral,0.801594198,AAPL
swoph,men only want one thing and it’s a 1980 $AAPL call option,2021-04-29 14:42:31+00:00,50020,104,253,4227,men want one thing call option,POSITIVE,0.8402,neu,0.0772,neutral,0.93281424,AAPL
BahamaBen9,I'm not sure what else $AAPL could have done?  Cure cancer?,2021-04-29 14:01:19+00:00,44791,41,25,442,sure else could do cure cancer,NEGATIVE,0.7828,neg,-0.4767,neutral,0.809834599,AAPL
TommyThornton,$AAPL blowout and investors get a 1% upside move.,2021-04-29 13:43:49+00:00,54613,94,29,781,blowout investor get upside move,NEGATIVE,0.9987,neu,0,neutral,0.706923068,AAPL
GerberKawasaki,Apple proved its still a monster. A bigger more profitable monster than before covid. Amazing numbers. Huge use of products across ever line. $aapl,2021-04-29 13:12:49+00:00,174336,21,19,294,prove still monster big profitable monster covid amaze number huge use product across ever line,POSITIVE,0.9989,neu,0.8402,neutral,0.765777886,AAPL
MarketRebels,$AAPL price target raised from $83 to $130 at Goldman Sachs,2021-04-29 12:23:41+00:00,128589,99,41,483,price target raise goldman sachs,NEGATIVE,0.9928,neu,0,neutral,0.935222983,AAPL
cmcatedra,"Mañana es mi cumpleaños, así que me gasto la mitad del ahorro de este mes en mí.
Y en pro de todos los que sois accionistas de Apple.

$AAPL
#longapple https://t.co/TYPa7zfqxa",2021-04-29 11:26:35+00:00,12383,58,6,235,mañana e mi cumpleaños así que gasto la mitad del ahorro de este me en mí en pro de todos los que sois accionistas de,POSITIVE,0.9124,neu,0,positive,0.62200284,AAPL
NorthmanTrader,"$AAPL announced a $90B buyback.
Does the Fed still own $AAPL bonds?
Was that really necessary to begin with? https://t.co/Pn5j2sVlWv",2021-04-29 10:39:58+00:00,304530,11,44,317,announce 90b buyback feed still bond really necessary begin,POSITIVE,0.7537,neu,0,neutral,0.887575626,AAPL
garyblack00,"$TSLA +1% pre-mkt to $702, following tech stocks higher after $AAPL and $FB earnings crushed ests.  QQQ higher (+0.9%) despite higher 10-yr Treas yields (1.66%, +4.6 bp). The Fed promised to remain accommodative even with $4T fiscal stimulus proposed by Biden in his SOTU address.",2021-04-29 10:24:17+00:00,85232,13,11,285,tsla pre mkt follow tech stock high fb earn crush est qqq high despite high yr treas yield bp feed promise remain accommodative even 4t fiscal stimulus propose biden sotu address,POSITIVE,0.9698,neu,0.1779,positive,0.931894541,AAPL
carlquintanilla,"In a painful read, Goldman’s Rod Hall finally ups $AAPL to Neutral

“Our original view that the iPhone cycle would disappoint in the midst of COVID was clearly wrong. .. Since we added AAPL to the Americas Sell List on 16 April, 2020, the shares are up 86% vs. the S&amp;P 500 up 49%” https://t.co/2CFtjoX22z",2021-04-29 10:14:19+00:00,315089,57,57,427,painful read goldman rod hall finally up neutral original view iphone cycle would disappoint midst covid clearly wrong since add america sell list april share v amp p,NEGATIVE,0.9988,neu,-0.3612,neutral,0.818929434,AAPL
BackpackerFI,"My top 10 medium to high growth, low to moderate risk stocks:

1) $AAPL
2) $GOOG
3) $AMZN
4) $FB
5) $ADBE
6) $NOW
7) $CRM
8) $MA
9) $ADSK
10) $DIS

Every portfolio should have some of these as core positions for stability IMHO",2021-04-29 02:44:36+00:00,55490,59,54,647,top medium high growth low moderate risk stock goog amzn fb adbe crm adsk dis every portfolio core position stability imho,POSITIVE,0.9959,neu,0.0516,neutral,0.926920474,AAPL
carlquintanilla,"The comments from @tim_cook — on the Apple earnings call, talking about the chip shortage — remind one of the fact that he literally made his bones as a supply-chain logistician.

$AAPL https://t.co/YVxXdXyvbo",2021-04-29 01:22:27+00:00,315089,37,47,500,comment earn call talk chip shortage remind one fact literally make bone supply chain logistician,NEGATIVE,0.9986,neu,-0.25,negative,0.530107498,AAPL
fatbabyfunds,"$AAPL share price in 2003: $0.23
$AAPL dividend in 2021: $0.22

Investing is magic.",2021-04-29 00:57:52+00:00,7331,17,97,987,share price dividend invest magic,POSITIVE,0.8387,neu,0.296,neutral,0.936518013,AAPL
us_stock_invest,"🍎 $AAPL Apple FY21 Q2

⭕️EPS: $1.40🆚$0.99(予想)
⭕️売上高: $89.6B(+54%)🆚$77.4B

▶️製品別
⭕️iPhone: $47.9B(+66%)🆚$40.80B
⭕️iPad: $7.8B(+79%)🆚$5.79B
⭕️Mac: $9.1B(+70%)🆚$6.90B
⭕️Wearables, Home and Accessories: $7.8B(+25%)🆚$7.45B 
⭕️Services: $16.9B(+27%)🆚$15.53B

(1/2)",2021-04-29 00:02:04+00:00,41887,1,53,393,fy21 q2 eps 6b 4b iphone 9b 80b ipad 8b 79b mac 1b 90b wearable home accessory 8b 45b service 9b 53b,POSITIVE,0.9982,neu,0,neutral,0.914012969,AAPL
jimcramer,"where would the stock of Apple be if it had only beaten numbers, say, by pennies? Down huge?  #Apple, $AAPL",2021-04-28 22:50:10+00:00,1749086,234,39,1158,would stock beat number say penny huge,NEGATIVE,0.9866,neu,0.3818,neutral,0.841775775,AAPL
DividendGrowth,"Buffett's Berkshire Hathaway just received a dividend increase from Apple $AAPL

Buffett will receive $780,679,287.52 in dividends from Apple over the next year at the new rate of 88 cents/share

This is 7.3% higher than the $727,451,154.28 at the previous annual rate of 82 cents",2021-04-28 21:52:33+00:00,81615,11,61,390,buffett berkshire hathaway receive dividend increase buffett receive dividend next year new rate cent share high previous annual rate cent,NEGATIVE,0.6988,neu,0.5423,positive,0.521948278,AAPL
clueless_1337,"Earning reports summary so far:

$MSFT 🤯
$GOOG 🤯🤯
$FB earning reports 🤯🤯🤯
$AAPL earning reports 🤯🤯🤯🤯",2021-04-28 21:34:13+00:00,10040,17,26,397,earn report summary far msft goog fb earn report earn report,NEGATIVE,0.839,neu,0,neutral,0.864664972,AAPL
richassvc,"$AAPL authorized the purchase of $90B in share buybacks. For perspective, that’s enough to give every American $1B dollars and still have $83B left over.",2021-04-28 21:13:24+00:00,9955,26,6,301,authorize purchase 90b share buyback perspective enough give every american 1b dollar still 83b leave,NEGATIVE,0.9859,neu,0.25,neutral,0.776349723,AAPL
garyblack00,"Both $FB and $AAPL do great jobs on their quarterly earnings calls.  Both CEOs are scripted and hit key themes, CFOs cover highlights of the qtr and update strategic priorities, and Q&amp;A is value added. FB call is more strategic.  Both 4pm ET. $tsla @elonmusk @MartinViecha",2021-04-28 21:06:02+00:00,85232,43,12,304,fb great job quarterly earn call ceo script hit key theme cfo cover highlight qtr update strategic priority q amp value add fb call strategic 4pm et tsla,POSITIVE,0.9657,neu,0.836,neutral,0.889447689,AAPL
charliebilello,"Apple Q1 Revenues were up 54% over the prior year, the highest YoY growth rate since 2012. $AAPL

Data: @ycharts https://t.co/mfFSB1KYfJ",2021-04-28 21:01:27+00:00,309808,19,76,343,q1 revenue prior year high yoy growth rate since data,POSITIVE,0.9875,neu,0.3818,positive,0.923927248,AAPL
SnazzyQ,$AAPL continues to defy expectations and prove itself as basically the safest investment out there. Unbelievable results. https://t.co/crweETtxCs,2021-04-28 20:57:55+00:00,134233,8,19,234,continue defy expectation prove basically safe investment unbelievable result,POSITIVE,0.9774,neu,0.5719,positive,0.561541677,AAPL
munster_gene,"1) Apple reported spectacular 15% revenue upside, equating to a $12B revenue beat. Strength came across the board. Under normal circumstances, shares of $AAPL would be up 10%+ reporting this kind of upside. The reason why it's only up 3% is the question about sustainability.",2021-04-28 20:48:12+00:00,22652,22,35,282,report spectacular revenue upside equate 12b revenue beat strength come across board normal circumstance share would report kind upside reason question sustainability,NEGATIVE,0.9474,neu,0.8316,neutral,0.784346879,AAPL
Investingcom,"*APPLE SHARES RALLY MORE THAN 3% AFTER HUGE EARNINGS BEAT

$AAPL https://t.co/NVWizzb8NF",2021-04-28 20:42:59+00:00,594024,8,33,253,share rally huge earn beat,POSITIVE,0.9976,pos,0.5423,positive,0.489426851,AAPL
garyblack00,"$AAPL blowout qtr as well:
- 2Q: Rev +54% (+32% E)
- iPhones $47.9B vs $41.5B E
- iPad $7.8B vs $5.7B E
- China Revs +88%•
- 2Q EPS $1.40 vs $.99 E 
- $90B (4%) added to -buybacks
AAPL beat on every line",2021-04-28 20:42:57+00:00,85232,24,17,326,blowout qtr well 2q rev e iphones 9b v 5b e ipad 8b v 7b e china rev 2q eps v e 90b add buyback beat every line,POSITIVE,0.9993,neu,0.2732,neutral,0.790170372,AAPL
NorthmanTrader,"$GOOGL: $50B buyback
$AAPL: $90B buyback

Powell: Things are so dire we must continue crisis level printing at $120B per month.",2021-04-28 20:40:02+00:00,304532,48,152,1111,googl 50b buyback 90b buyback powell thing dire must continue crisis level print 120b per month,NEGATIVE,0.8744,neu,-0.7964,neutral,0.877501428,AAPL
SpacBobby,"$AAPL revenues figures are mindboggling:

Increases Dividend by 7%

Board Has Declared A Cash Div of $0.22/Shr
-2Q iPad Revenue $7.81B, Est. $5.65B
-2Q Service Rev. $16.90B, Est. $15.65B
-2Q Wearables, Home &amp; Accessories $7.84B, Est. $7.52B
-2Q Mac Revenue $9.10B, Est. $6.80B",2021-04-28 20:40:01+00:00,52696,7,39,219,revenue figure mindboggling increase dividend board declare cash div shr 2q ipad revenue 81b est 65b 2q service rev 90b est 65b 2q wearable home amp accessory 84b est 52b 2q mac revenue 10b est 80b,NEGATIVE,0.8769,neu,0.3182,neutral,0.853881419,AAPL
LMT978,"$AAPL 
$204B in cash, more than the market cap of 465 stocks in the S&amp;P 500. 
Strong reports so far from big tech.",2021-04-28 20:38:14+00:00,67819,13,32,262,204b cash market cap stock amp p strong report far big tech,POSITIVE,0.9429,neu,0.5106,positive,0.565310776,AAPL
LiviamCapital,How did iPhone revenue go up 65.5%? I literally can't even wrap my mind around it. Did everyone upgrade their phone in the same quarter? $AAPL,2021-04-28 20:37:23+00:00,29763,55,8,380,iphone revenue go literally even wrap mind around everyone upgrade phone quarter,NEGATIVE,0.6957,neu,0,neutral,0.898982048,AAPL
9to5mac,"AAPL profit more than doubled in Q2 2021 to $23.6 billion, up from $11.25 billion in the year-ago quarter. https://t.co/TtiKzqLY52",2021-04-28 20:36:38+00:00,673912,5,39,244,profit double q2 billion billion year ago quarter,NEGATIVE,0.9308,neu,0.4404,positive,0.881299138,AAPL
Investingcom,"*APPLE AUTHORIZED BOOST OF $90B TO EXISTING BUYBACK PROGRAM

$AAPL https://t.co/qR3HtTPKOl",2021-04-28 20:35:04+00:00,594024,8,41,234,authorize boost 90b exist buyback program,NEGATIVE,0.9543,neu,0.4019,neutral,0.742189467,AAPL
9to5mac,"Apple (AAPL) reports Q2 2021 earnings: $89.6 billion in revenue, up 54% YOY https://t.co/GEMY0NTarM by @ChanceHMiller",2021-04-28 20:33:46+00:00,673912,1,39,236,report q2 earn billion revenue yoy,NEGATIVE,0.6543,neu,0,neutral,0.837282836,AAPL
srussolillo,"Apple is a $2 trillion company by market cap that just reported 54% revenue growth. 

That is absolutely staggering. 

$AAPL
https://t.co/iW2Xyoebt1",2021-04-28 20:33:19+00:00,20433,25,163,491,trillion company market cap report revenue growth absolutely stagger,POSITIVE,0.803,neu,0.3818,neutral,0.540320277,AAPL
OphirGottlieb,"$AAPL

* EPS $1.40 Beats $0.99 Estimate
* Sales $89.58B Beat $77.35B Estimate",2021-04-28 20:30:52+00:00,142756,20,32,205,eps beat estimate sale 58b beat 35b estimate,NEGATIVE,0.8773,neu,0,positive,0.641869843,AAPL
BahamaBen9,"Only investing advice you'll ever need:

Buy quality stocks w/ large total addressable markets as earlier as possible &amp; do nothing.

$SHOP $TWLO $SQ $PYPL $ADYEY $TSLA $SE $MELI $AMZN $MSFT $AAPL $GOOG $DOCU $CRM $TTD $ROKU $PTON $NOW $ETSY $PINS $AVLR $CRWD $ZS $OKTA $ABNB $RDFN",2021-04-28 11:56:49+00:00,44791,49,59,591,invest advice ever need buy quality stock w large total addressable market early possible amp nothing shop twlo sq pypl adyey tsla se meli amzn msft goog docu crm ttd roku pton etsy pin avlr crwd z okta abnb rdfn,POSITIVE,0.9877,neu,0,neutral,0.893246174,AAPL
ChrisDungeon,"In April of 2013, I sold my 2001.5 Audi B5 S4 for $9K. Super fun car. Manual, APR tuned with ~400 horsepower &amp; torque.

I took that cash and immediately purchased 600 split-adjusted shares of $AAPL

In May 2019 I sold $AAPL for $TSLA

That original $9K is now worth $420K 😂",2021-04-28 03:11:52+00:00,6345,15,9,271,april sell audi b5 s4 9k super fun car manual apr tune horsepower amp torque take cash immediately purchase split adjust share may sell tsla original 9k worth 420k,NEGATIVE,0.9699,neu,0.9118,neutral,0.913703322,AAPL
garyblack00,"I take it as a good sign that @elonmusk feels good about everything such that he doesn’t feel he needs a $TSLA PR person. To me, great product and great PR are not mutually exclusive, as $AAPL has proven consistently since Steve Jobs’ days. https://t.co/ea2wXTAMfZ",2021-04-28 00:19:01+00:00,85232,70,27,512,take good sign feel good everything feel need tsla pr person great product great pr mutually exclusive prove consistently since steve job day,POSITIVE,0.9892,neu,0.9382,positive,0.574782133,AAPL
squawksquare,"First there was a cash problem for $tsla and it has been solved. Then “demand” and sales issue: well resolved. Then margins which have been solved. Then net income. Then profit. Again, all solved. Tesla has outdone even $aapl in their growth trajectory and financials  buy dips.",2021-04-27 17:38:08+00:00,25383,19,51,644,first cash problem tsla solve demand sale issue well resolve margin solve net income profit solve tesla outdo even growth trajectory financials buy dip,POSITIVE,0.8939,pos,0.8555,neutral,0.834882438,AAPL
LiviamCapital,"Top 8 positions after $EVO's gap up today. YTD +17%.

$FB $GOOG $AAPL $EVO $SE $AMZN $ADYEN $MELI https://t.co/HYHEHBWeOb",2021-04-27 16:29:21+00:00,29763,38,12,350,top position evo gap today ytd fb goog evo se amzn adyen meli,POSITIVE,0.9944,neu,0.2023,neutral,0.768442094,AAPL
markminervini,$AAPL is setting up in a cup with handle that I'm sure the whole world sees... earnings tomorrow after the bell!,2021-04-27 15:01:47+00:00,313925,30,37,717,set cup handle sure whole world see earn tomorrow bell,POSITIVE,0.998,neu,0.3182,neutral,0.887298167,AAPL
Beth_Kindig,"Today we preview the biggest week of Q1 earnings, with over 45% of the S&amp;P’s market cap set to report.

$AMZN $FB $AAPL $GOOGL $MSFT $TSLA $SHOP $AMD $PINS $TDOC $NIO $TWTR https://t.co/6t4Hb7fFJl",2021-04-26 16:25:53+00:00,98475,7,39,219,today preview big week q1 earn amp p market cap set report amzn fb googl msft tsla shop amd pin tdoc nio twtr,POSITIVE,0.9641,neu,0,neutral,0.874072552,AAPL
stocktalkweekly,"Do I think $CCIV x $AAPL will happen? Who knows.

What I do know is, the last time Peter Rawlinson denied something in an interview, it was the @LucidMotors x $CCIV merger rumors. The skeptics mocked the speculation as a joke at that time. 

You know the rest of the story.",2021-04-26 14:43:07+00:00,81676,27,34,331,think cciv x happen know know last time peter rawlinson deny something interview x cciv merger rumor skeptic mock speculation joke time know rest story,NEGATIVE,0.9987,neu,-0.5994,neutral,0.917406678,AAPL
JesseCohenInv,$AAPL $GOOGL $AMZN $MSFT $TSLA (via @BloombergTV) https://t.co/rnvhBhk0Jl,2021-04-26 14:39:29+00:00,33041,6,50,211,googl amzn msft tsla via,NEGATIVE,0.8284,neu,0,neutral,0.931465387,AAPL
stocktalkweekly,"$CCIV is up 5%

There is speculation circulating regarding @LucidMotors CEO Peter Rawlinson most recent interview. He was directly asked if Lucid had been approached by $AAPL, and he declined to comment. According to SEC &amp; NYSE rules, false rumors must be denied.",2021-04-26 14:05:33+00:00,81676,11,33,267,cciv speculation circulate regard ceo peter rawlinson recent interview directly ask lucid approach decline comment accord sec amp nyse rule false rumor must deny,NEGATIVE,0.9847,neu,-0.34,neutral,0.901270628,AAPL
AlexCutler247,@SpacBobby $CCIV + $AAPL rumor showing to become more than just a rumor...👀,2021-04-26 13:58:27+00:00,140717,23,23,233,cciv rumor show become rumor,NEGATIVE,0.9992,neu,0,neutral,0.698890269,AAPL
RyanRozbiani,The $CCIV &amp; $AAPL rumors are chugging the cciv price! https://t.co/MKl3bsH2uI,2021-04-26 13:57:54+00:00,15120,11,27,222,cciv amp rumor chug cciv price,NEGATIVE,0.6987,neu,0,neutral,0.918253481,AAPL
The_RockTrading,"$CCIV The Rumor of a Potential Partnership Between Lucid Motors and Apple (AAPL) May Have Some Substance to It After All

https://t.co/NTGKyIy5rS",2021-04-26 13:53:23+00:00,110664,29,125,504,cciv rumor potential partnership lucid motor may substance,NEGATIVE,0.9823,neu,0,neutral,0.854504406,AAPL
JesseCohenInv,"Big Tech is the highlight of the earnings calendar, with Apple, Microsoft, Amazon, Alphabet, Facebook and Tesla all releasing results.

These 6 stocks have a market cap of just about $9 trillion.

$AAPL: $2.21T
$MSFT: $1.93T
$AMZN: $1.66T
$GOOGL: $1.52T
$FB: $842B
$TSLA: $700B https://t.co/gYrIvtCMwZ",2021-04-26 13:07:27+00:00,33041,9,58,228,big tech highlight earn calendar microsoft amazon alphabet facebook tesla release result stock market cap trillion 21t msft 93t amzn 66t googl 52t fb 842b tsla 700b,POSITIVE,0.9907,neu,0.4767,neutral,0.919729173,AAPL
Melt_Dem,"Q1 earnings week is upon us...

$TSLA, $GOOGL, $MSFT, $FB, $AAPL, $AMZN, $TWTR

let's see who put #Bitcoin on their balance sheet",2021-04-26 12:30:52+00:00,213550,56,156,1297,q1 earn week upon u tsla googl msft fb amzn twtr let see put balance sheet,POSITIVE,0.9836,neu,0,neutral,0.936837435,AAPL
Investingcom,"*APPLE COMMITS $430 BILLION IN U.S. INVESTMENTS OVER FIVE YEARS

*APPLE COMMITMENT ADDS 20,000 NEW JOBS ACROSS COUNTRY 

$AAPL",2021-04-26 12:21:18+00:00,594027,7,75,408,commit billion u investment five year commitment add new job across country,POSITIVE,0.9967,neu,0.5859,positive,0.601395488,AAPL
garyblack00,"$TSLA +1% pre-mkt to $737 in an action packed week that incl $TSLA earnings tonight, Biden’s SOTU address Wed, Fed mtg/Powell press conf Wed, 1Q GDP Thurs, plus slew of corp earnings (Tue $MSFT $GOOG, Wed $FB $AAPL, Thur $AMZN). 10yr Treas ylds 1.59% +3.2 bp, SPX flat, QQQ -0.2%.",2021-04-26 12:07:33+00:00,85233,11,20,368,tsla pre mkt action pack week incl tsla earn tonight biden sotu address wed feed mtg powell press conf wed 1q gdp thurs plus slew corp earn tue msft goog wed fb thur amzn 10yr treas ylds bp spx flat qqq,NEGATIVE,0.991,neu,0,neutral,0.846435308,AAPL
Stocks4Youngies,"What Id love to see this week:

$NIO above $45

$ALPP above $4

$ABML above $2.50

$AAPL above $140

$TSLA above $800

And SFY above 10,000 followers 😉😅",2021-04-26 08:51:38+00:00,10987,23,30,465,id love see week nio alpp abml tsla sfy follower,POSITIVE,0.9338,neu,0.6369,neutral,0.919789076,AAPL
Bloqport,"NEW: Binance to list Microstrategy $MSTR, Apple $AAPL and Microsoft $MSFT as tradable stock tokens",2021-04-26 07:14:12+00:00,79357,18,102,549,new binance list microstrategy mstr microsoft msft tradable stock token,POSITIVE,0.9798,neu,0,neutral,0.948106587,AAPL
Investingcom,$FB $AAPL $AMZN $MSFT $GOOGL $TSLA https://t.co/TvUHu5QqtT,2021-04-26 03:30:26+00:00,594027,4,48,316,fb amzn msft googl tsla,NEGATIVE,0.835,neu,0,neutral,0.927293718,AAPL
MarketRebels,"Big week of earnings coming up.

Monday - $TSLA $ACI $AMKR
Tuesday - $GOOG $MSFT $AMD $PINS $SBUX $V $UPS $GE $MMM $BP $RTX
Wednesday - $BA $SHOP $SPOT $FB $AAPL $QCOM $TDOC $LOGI $EBAY $MGM
Thursday - $AMZN $NIO $TWTR
Friday - $XOM $CVX $CLX $AZN $ABBV",2021-04-25 23:02:13+00:00,128590,7,81,321,big week earn come monday tsla aci amkr tuesday goog msft amd pin sbux v up ge mmm bp rtx wednesday ba shop spot fb qcom tdoc logi ebay mgm thursday amzn nio twtr friday xom cvx clx azn abbv,POSITIVE,0.9897,neu,0,neutral,0.904004455,AAPL
