,Username,Tweet,Datetime,Number of Followers,Number of Comments,Number of Retweets,Number of Likes
99,TD_Investor,"Some of the best Dividend/Dividend Growth stock that money can buy!

$PEP
$O
$HD
$KO
$MSFT
$MMM
$AAPL
$JPM
$PG
$JNJ
$T
$MCD
$SPG
$COST
$V
$VZ
$SBUX
$MA
$NKE
$XOM
$MO
$WMT
$BAC
$INTC
$PFE
$WBA
$IRM

Add them to your watchlist, research them and build true passive income.",2021-09-10 11:58:19+00:00,23285,36,65,421
100,GerberKawasaki,Stocks start higher with tech in the lead. Tesla pushing higher as they are working hard to break all their production records despite chip adversity. Other big cap techs holding strong. $amzn $tsla $msft $nvda $aapl,2021-09-09 13:57:23+00:00,174324,17,25,387
101,BrianFeroldi,"Twenty years ago:

$AIG, $GE, and $XOM were the bluest of the blue-chips

$AAPL was irrelevant

$AMZN was down 72% from its 1999 high

$BABA, $CRM, and $GOOG were startups

$FB, $SHOP, and $TSLA didn't exist",2021-09-09 11:05:29+00:00,210830,13,76,630
102,ThatGuyAstro,"opening a short against $AAPL because my phone alarm never went off

fffuuuuuuccccCCCCKKKKKK",2021-09-09 00:49:55+00:00,23620,27,10,402
103,LivinRentFree_,Ryan Leslie bought $100k worth of $AAPL in 2009 that is now worth $16M today.,2021-09-08 15:23:38+00:00,7788,28,89,562
104,GerberKawasaki,This Doug guy almost killed tesla. Was let go. Went to apple. Wasted their time and billions on apples failed EV program. Was let go. Now Ford hired him. Hello @jimfarley98 … $tsla $f $aapl,2021-09-08 13:21:22+00:00,174324,118,100,1558
105,MarketRebels,$AAPL price target raised from $160 to $170 at Robert W. Baird,2021-09-08 12:30:00+00:00,128557,1,31,226
106,heydave7,"Can't wait for the day that $TSLA market cap eclipses $AAPL

https://t.co/fwa5C3TGSV",2021-09-08 03:05:12+00:00,104585,12,12,336
107,reilly_mcadams,"I hear people say “oh my dad had $AMZN at $18” or “my mother had $AAPL at $20 (pre split)”

What do you guys think is going to be that stock our kids will be pissed we sold at these prices? 

Drop the ticker 👇",2021-09-08 00:18:02+00:00,4309,186,23,267
108,RJRCapital,"Every American needs to see this. This guy voted to print money to buy $AAPL bonds and suppress interest rates and claimed it was for the good of the economy. Meanwhile, he was trading stocks. https://t.co/EceIK0htmL",2021-09-07 20:58:43+00:00,8469,11,55,233
109,MarketRebels,Record close for $AAPL at $156.69,2021-09-07 20:04:37+00:00,128557,5,12,201
110,NorthmanTrader,Fyi: some chart observations on $AAPL: https://t.co/QhML1SouyS,2021-09-07 17:31:18+00:00,304404,8,12,208
111,MarketRebels,"$AAPL iPhone 13, Watch 7 and AirPods 3 expected to be announced during online-only event later this month",2021-09-07 12:05:00+00:00,128557,1,26,225
112,zerohedge,"The Swiss National Bank’s pile of foreign exchange increased to 929.3 billion francs ($1 trillion) in August

That's a lot of AAPL stock",2021-09-07 11:39:56+00:00,1097456,7,41,227
113,ThetaWarrior,"TW #FocusList 🛰️

$AAPL Calls &gt;154.98 | Puts &lt;152.34
$AMAT Calls &gt;137.89 | Puts &lt;133.24
$FSLY Calls &gt;48.23 | Puts &lt;45.58
$TWLO Cals &gt;371.51 | Puts &lt;362.94

Good luck traders! https://t.co/Ntf21wBaW5",2021-09-07 01:38:11+00:00,95086,25,54,557
114,ItsSqueezy,"🍋Weekly Watchlist🍋

$AAPL Calls &gt; 155 | Puts &lt; 153.09
$MSFT Calls &gt; 303.36 | Puts &lt; 300.18
$NIO Calls &gt; 41.02 | Puts &lt; 39.6
$SHOP Calls &gt; 1588 | Puts &lt; 1537
$SPOT Calls &gt; 255.9 | Puts &lt; 243
$TSLA Calls &gt; 742 | Puts &lt; 724

It's going to be a great week. Let's go! https://t.co/j0L42kFYDO",2021-09-07 00:28:43+00:00,29264,11,64,334
115,Albert_trades,"9/6 Options Watchlist

$NVDA over 230.5, 235c
$PYPL over 290.5, 295c
$AAPL over 155, 157.5c
$DOCU over 315, 320c
$NVAX over 264, 270c

$LULU under 384, 380p

Goodluck!",2021-09-07 00:26:02+00:00,17509,9,30,268
116,EliteOptions2,"Elite Options Watchlist 💡

$AAPL 9/10 155C over 154 | Target 🎯: 158 | Stop loss: 152
$TSLA 9/10 750C over 740 | Target 🎯: 752 | Stop loss: 733
$NFLX 9/10 600C over 593 | Target 🎯: 605 | Stop loss: 588
$GS 9/10 402.5P under 407 | Target 🎯: 400 | Stop loss: 410",2021-09-07 00:00:11+00:00,81369,7,39,302
117,PandaOptions,"Panda's Weekly Watchlist 🐼

$NVDA 235c over 230.50, 220p under 222
$AAPL 157.5c over 155, 150p under 151.15
$PYPL 295c over 291, 280p under 284
$DOCU 320c over 315
$TSLA 760c over 744
$SNOW 315c over 310",2021-09-06 23:24:11+00:00,32718,16,47,328
118,FromValue,"Some people think $ROkU will not take over the world. 
They are right. 

Roku will only get a certain percentage, probably somewhere in the teens worldwide. 

$AAPL has a worldwide market share of 14.1% and it's by far the biggest company in the world.",2021-09-06 22:42:44+00:00,60391,13,10,209
119,Trendspider_J,"Getting a lot of requests for charts that were already posted this weekend.

Just scroll through my feed or check the weekend video:
https://t.co/3kNevSQSTh

Already reviewed:
$NVDA 
$FUBO
$AMD 
$GRWG
$SPOT
$SPY
$QQQ
$IWM
$SQ
$UPST
$ETH
$ABNB
$DIS
$TSLA
$PLTR
$TWTR
$SNOW
$AAPL",2021-09-06 21:27:39+00:00,109690,25,14,212
120,ThetaWarrior,$AAPL Weekly Bull Pennant breakout. https://t.co/xbo2Rx3Sxe https://t.co/pywW0EY4aI,2021-09-06 17:59:27+00:00,95086,11,23,219
121,MarketRebels,"Most Mentioned Tickers on WSB (via Swaggy Stocks)

1. $CLOV
2. $GME
3. $TSLA
4. $SOFI
5. $BABA
6. $WISH
7. $PLTR
8. $AAPL
9. $AMZN
10. $AMD",2021-09-06 17:45:00+00:00,128557,19,34,210
122,MarketRebels,$AAPL planning to announce new Apple Watch alongside iPhone 13 despite production delays,2021-09-06 16:45:00+00:00,128557,6,32,316
123,MARCIANOPHONE,"Según los rumores Apple tendría su evento el 14 de Septiembre, Si es cierto las invitaciones y el anuncio Oficial será mañana!!!!! Se siente el Hype???. Buenos días!  #Apple #appleEvent $AAPL https://t.co/o1dASLCuMb",2021-09-06 12:56:04+00:00,281842,9,14,237
124,MarketRebels,"Most Mentioned Tickers on WSB (via Swaggy Stocks)

1. $GME
2. $CLOV
3. $AMZN
4. $TSLA
5. $WISH
6. $BABA
7. $SOFI
8. $PLTR
9. $AAPL
10. $AMC

Note: $BBIG (#1 on Stocktwits) is not allowed on WSB as its market cap is under $1.5 billion.",2021-09-05 17:15:00+00:00,128558,21,43,250
125,vincent13031925,"For the last 10 years:

$TSLA : +15,799%
$NVDA : +7,597%
$ADBE : +2,660%
$NFLX : +1,840%
$AMZN : +1,556%
$MSFT : +1,350%
$AAPL : +1,245%",2021-09-05 14:01:19+00:00,122081,48,105,956
126,mukund,$AAPL air tags are a bigger business than 80% of publicly listed small cap companies Market cap 🤯🧘🏾‍♂️,2021-09-05 03:47:42+00:00,56373,9,24,230
127,BahamaBen9,"Buy what you know &amp; get rich slow.

$AAPL
$AMZN
$NFLX 
$CMG
$TSLA
$NKE
$COST
$SQ
$PYPL
$GOOG
$FB",2021-09-05 03:31:36+00:00,44785,43,66,765
128,JoshuaTai0427,"If a company becomes a religion, faith, culture, or cult, it is probably a generational company. For example, $AAPL, $NKE and $TSLA. 

What other companies are like that 👇",2021-09-04 11:28:08+00:00,7012,132,28,461
129,jicchamatome,"👴今回決算をクリアした注目銘柄 $OKTA $CRWD $DOCU $TTD $AMD $GOOG $AAPL $MSFT $FB $TSLA $TWTR $SNAP $UAL $DAL $JPM $GS $V $CAKE $HA $DKNG $BIGC $YETI $ETSY $ROKU $UBER $LYFT $OLO $COIN $U $MCW $LZ $GDRX $VEEV $WSM
(特に良い決算) $DOCS $UPST $DLO $SNOW $PLTR $DDOG $COUR $ABNB $LAW",2021-09-04 06:12:00+00:00,105298,8,96,914
130,EliteOptions2,"Don’t settle for an ordinary life.. If you put in the work and prepare each day, anything is possible 🚀

$AAPL  152.5C   $1.45  -&gt;  $3.55 
$FB        380C      $2.67  -&gt;  $5.16
$NFLX   595C      $3.80  -&gt;  $6.95
$ROKU   370C      $3.80  -&gt;  $9.50
$NVDA   227.5C  $0.72  -&gt;  $2.50 https://t.co/9O9xiWVXHx",2021-09-03 20:05:06+00:00,81369,10,16,231
131,WalkingAsset,"Total Returns over the past 10 years
Bitcoin $BTC: +572,917%
Tesla $TSLA: +15,158%
NVIDIA $NVDA: +7,242%
Netflix $NFLX: +1,666%
Amazon $AMZN: +1,529%
Microsoft $MSFT: +1,328%
Apple $AAPL: +1,215%
Google $GOOGL: +975%
S&amp;P 500 $SPY: +356%

There's no excuse to not invest!",2021-09-03 15:53:03+00:00,4853,29,93,401
132,TOFIQFAZL,"$AMC  FTD's up 1088 % in latest data , this is a sign of heavy Naked Short Selling , $AMC's FTD's are 157 times that of $AAPL Apple, which is one of the biggest companies in the US Stock Market with a market cap 113 times that of $AMC such is the extent of manipulation , , #AMC",2021-09-03 15:23:05+00:00,32497,44,263,1094
133,BearingtonTrade,BREAKING: $AAPL APPLE LEAKS FIRST PHOTOS OF NEW PRODUCTION MODEL EV CAR https://t.co/X9w3EZXXUa,2021-09-03 14:06:21+00:00,9688,21,41,302
134,Investingcom,"*APPLE PREPARING MASS PRODUCTION OF APPLE CAR BY 2024

$AAPL",2021-09-03 04:16:21+00:00,593883,41,193,1024
135,Investingcom,"*APPLE REPORTEDLY IN TALKS WITH TOYOTA REGARDING PRODUCTION OF APPLE CAR

$AAPL https://t.co/jgRx7udR25",2021-09-03 04:11:06+00:00,593883,17,55,263
136,ItsSqueezy,"🍋Lotto Friday Ideas🍋

$AAPL 155c &gt; 153.82 / 152.5p &lt; 153.32
$CHWY 82c &gt; 81.37 / 78p &lt; 78.5
$NFLX 595c &gt; 591 / 580p &lt; 581.75
$NIO 41.5c &gt; 41.02 / 40p &lt; 40.15
$TSLA 745c &gt; 742 / 725p &lt; 728.32

Let's have a great Friday. https://t.co/8E9RX9uXwl",2021-09-03 00:52:15+00:00,29264,12,41,285
137,charliebilello,"Total Returns over the last 10 Years...
Bitcoin $BTC: +572,917%
Tesla $TSLA: +15,158%
NVIDIA $NVDA: +7,242%
Netflix $NFLX: +1,666%
Amazon $AMZN: +1,529%
Microsoft $MSFT: +1,328%
Apple $AAPL: +1,215%
Google $GOOGL: +975%
S&amp;P 500 $SPY: +356%
Bonds $AGG: +35%
Gold $GLD: -5%",2021-09-02 21:47:06+00:00,309773,349,1740,6710
138,MarketRebels,$AAPL reportedly in talks with Toyota regarding production of Apple Car,2021-09-02 20:51:11+00:00,128559,54,119,789
139,MarketRebels,$AAPL preparing for mass production of an Apple Car by 2024,2021-09-02 19:06:00+00:00,128559,44,104,703
140,GarethSoloway,"Latest update video from yours truly on #Bitcoin, the #StockMarket and more. Lots of #TechnicalAnalysis and cool things shown. #Cycles, #TrendLines #Pivots...more $BTC $ETH $SPY $QQQ $GOOGL $AAPL

https://t.co/MasWZyGkTQ",2021-09-02 18:57:13+00:00,41130,44,21,219
141,BusinessFamous,"If you had invested $1,000 in $AAPL stock in 1996

you would have sold it for $750 when it crashed -25% in 1997",2021-09-02 18:22:11+00:00,33774,164,721,8080
142,DylanLeClair_,"just bought my 5th pair of AirPods

might buy some shares of $AAPL just to cope",2021-09-02 15:53:43+00:00,52167,61,10,261
143,TommyThornton,"Fun fact: the combined market caps of $AAPL, $AMZN, $FB, and $GOOGL are now larger than Japan’s entire Topix index with 2200 companies",2021-09-02 09:40:32+00:00,54612,12,34,265
144,EliteOptions2,"Elite Options Watchlist 💡

$NFLX 9/03 600C over 593 | Target 🎯: 605 | Stop loss: 589
$ROKU 9/10 390C over 376 | Target 🎯: 390 | Stop loss: 372
$AAPL 9/10 155C over 153 | Target 🎯: 155 | Stop loss: 151.50",2021-09-02 01:00:00+00:00,81370,3,24,223
145,StockrateezNutz,"The easiest way to build a small account is wait til like 10:30-11 and do 3 VWAP bounces on $AAPL, $BAC, $MSFT, $BA for 20-30% profit, then quit for the day. Then compound every day for six months.",2021-09-02 00:01:26+00:00,1390,18,34,322
146,StockzNCrypto,"10 Stocks to buy and hold forever: 

$AAPL - Apple 
$AMZN - Amazon 
$MSFT - Microsoft 
$HD - Home Depot 
$DG - Dollar General 
$TSLA - Tesla 
$V - Visa
$CMG - Chipotle 
$MCD - McDonald’s 
$JPM - JP Morgan bank",2021-09-01 19:00:29+00:00,24593,20,98,488
147,FrancisPSantora,"$AMC fails to deliver are now 157 times as large as $AAPL
Very suspicious activity in this stock.
#AMC #AMCSqueeze 
https://t.co/rD8wmRMdY5",2021-09-01 17:03:55+00:00,162,79,388,1325
148,MarketRebels,"$AAPL says digital drivers licenses will launch in AZ, CT, GA, IA, KY, MD &amp; OK this fall",2021-09-01 13:38:51+00:00,128559,11,36,265
149,Investingcom,"*SOUTH KOREA PASSES BILL TO CURB GOOGLE AND APPLE'S PAYMENT DOMINANCE

$GOOGL $AAPL",2021-08-31 11:18:43+00:00,593885,12,33,200
150,unusual_whales,"Good morning to everyone, but especially those who held $AMC and $GME and $BB and $AAPL and $TSLA and $RKT and $MSFT and $WFC and $LCID and $SQ and $AMD and $TSM and $QCOM and $NVDA and $WKEY and $SOFI and my hand and $JPM and $MRNA and $PFE and $NIO and $BABA and $F yesterday. https://t.co/3tHxN3Y1P6",2021-08-31 11:01:00+00:00,307084,51,54,828
151,DeItaone,"SEOUL REQUIRES GOOGLE, APPLE TO ALLOW COMPETING PAYMENT SYSTEMS, THREATENING THEIR 30% CUT OF MOST IN-APP DIGITAL SALES - WSJ
$GOOGL 
$AAPL",2021-08-31 09:53:21+00:00,380361,7,31,243
152,unusual_whales,"🚨BREAKING NEWS🚨

Many noted the huge bullishness in $AAPL at close, with 86% in darkpool as 🐂.

And now right on cue:

$AAPL adding satellite capabilities to iPhones for emergencies.

Someone always knows.

Link: https://t.co/4GCU4iKqFL https://t.co/3L3tYbvzOI",2021-08-30 21:54:40+00:00,307085,22,39,321
153,Fxhedgers,APPLE TO ADD SATELLITE CAPABILITIES TO IPHONES FOR EMERGENCIES $AAPL,2021-08-30 21:47:36+00:00,223630,0,55,500
154,MarketRebels,$AAPL adding satellite capabilities to iPhones for emergencies,2021-08-30 21:45:09+00:00,128559,23,43,354
155,champagnapapi_,$AAPL dark pool volume right after close is insane. $31 million dollars worth of shares bought between two trades. Somebody knows something @unusual_whales https://t.co/LKAQp6gHkM,2021-08-30 20:47:27+00:00,436,48,52,473
156,ParrotStock,"💥 $1,000,000 …again 😊

Third times a charm… I hope 😏

I’ve learned so much from this community 🙌

Hope that sharing my journey continues to inspire &amp; encourage others 🙏

Sold $AFRM calls +200%, rolled 50% into shares

Top positions $SE $AMZN $AAPL $SHOP $CRWD $CELH

🦜 https://t.co/EqPIi3R8WV",2021-08-30 20:06:35+00:00,26431,86,23,598
157,DeItaone,"*Apple Acquires Classical Music Streaming Service Primephonic 
$AAPL",2021-08-30 16:26:15+00:00,380362,11,31,223
158,charliebilello,"Apple hits a new all-time high with its market cap crossing above $2.5 trillion for the first time. 3 years ago it became the first US company to hit $1 trillion and last year the first to hit $2 trillion. $AAPL

Data via @ycharts https://t.co/xUrYGY0wAq",2021-08-30 16:10:02+00:00,309773,24,104,316
159,BillyMcFarlend,I cannot tell you how angry it makes me that Apple’s ticker is $AAPL and not $APPL.,2021-08-30 14:45:25+00:00,6421,30,51,1299
160,ThetaWarrior,$AAPL New ATH and trading right at the 1.236 Fib extension. Secondary targets above. https://t.co/T25hO8blqk,2021-08-30 14:38:45+00:00,95086,13,17,212
161,thesheetztweetz,"Top Apple supply chain analyst Kuo predicts iPhone 13 ""will likely"" connect to satellites, through a custom Qualcomm chip and partnership with Globalstar — and referenced SpaceX's Starlink as an influence in the move. $AAPL $QCOM $GSAT $IRDM

For @CNBCPro: https://t.co/dYu7VwrnZm",2021-08-30 11:40:39+00:00,87449,52,161,826
162,Trendspider_J,"I hope these weekend charts were helpful. That's all I've got for today. 

Have a nice Sunday everyone :)

Market update video with timestamps in description:
https://t.co/QVWBue8oXE

Reviewed:
$SPY
$QQQ
$IWM
$DIS
$GRWG
$AMD
$SPOT
$PLTR
$ETSY
$AAPL
$WISH
$BBIG",2021-08-29 17:19:42+00:00,109690,55,42,522
163,JasonPLowery,"My #BTC white whale is AAPL. When she blows, it will force many others to take positions as hedge. By going heavy into BTC early, we pre-diversify across the entire tech industry f/pennies on the dollar. I don't have to guess which stocks win, b/c I know the winners will own BTC https://t.co/qKcYjUboUb",2021-08-29 13:46:05+00:00,17146,13,35,326
164,Trendspider_J,"Weekend video update coming tomorrow on the following tickers:

$SPY
$QQQ
$IWM
$DIS
$GRWG
$AMD
$SPOT
$TSLA
$AAPL
$WISH
$BBIG

See ya tomorrow and have a nice night :)",2021-08-29 01:08:47+00:00,109690,26,17,437
165,DereckCoatney,"$AAPL If you squint really hard, you can almost see the greatest recession of our lifetimes 🤣 https://t.co/ajGs7JVbuZ",2021-08-28 18:27:34+00:00,19483,33,21,245
166,CurrencyCom,"Drop
🔥 for new iPhone
🔥🔥🔥 for Apple shares

If you invested $1,000 in #AAPL 10 years ago, now your shares would be worth around $10,500

✅ Invest in tokenised AAPL on https://t.co/utaDc9wnIa today https://t.co/3zZVX6AN2f",2021-08-28 14:30:10+00:00,17177,3,19,204
167,WOLF_Financial,"Which portfolio are you holding for 3 years?

A.
$SQ Square
$PLTR Palantir
$DKNG Draftkings
$BTC Bitcoin

B.
$SE Sea Ltd.
$NVDA Nvidia
$ETSY
$ETH Ethereum

C.
$GOOGL Google
$UPST Upstart
$MRNA Moderna
$ADA Cardano

D.
$TSLA Tesla
$CRWD Cloudstrike
$AAPL Apple
$DOGE Dogecoin

👇",2021-08-28 13:21:23+00:00,23203,489,73,611
168,Trendspider_J,"Charts posted for the weekend!

Should I do a video update too?

Favorite tickers into next week:
$DIS PT: $190 by mid September 
$GRWG PT: $35 by mid September 
$WISH PT $10 by mid September 
$AMD PT $120 by mid September

Other’s reviewed:
$TSLA 
$CRM
$SNOW
$SPOT
$NVDA
$AAPL",2021-08-28 04:50:42+00:00,109690,46,73,820
169,Stash,"“iWon a brand new MacBook” 😏

Hey, this could be you. ⬆️

Join tonight’s #StashStockParty and you’ll automatically be entered to win. Plus, all Stashers who attend can claim bonus $AAPL stock. 

8 p.m. ET 🧑‍💻 https://t.co/itRKsNPGPc https://t.co/JIAjYZrwku",2021-08-27 20:21:31+00:00,121984,79,124,467
170,rschmied,Tim Cook getting liquid. $AAPL https://t.co/yQdur6x6Ho,2021-08-26 16:46:20+00:00,1905,78,85,688
171,charliebilello,"Returns, last 12 months...
Moderna $MRNA: +464%
Google $GOOGL: +73%
Tesla $TSLA: +63%
Twitter $TWTR: +54%
Microsoft $MSFT: +37%
Paypal $PYPL: +35%
Nas 100 $QQQ: +29%
Facebook $FB: +21%
Apple $AAPL: +18%
Salesforce $CRM: +1%
Netflix $NFLX: +1%
Amazon $AMZN: -4%
Alibaba $BABA: -43%",2021-08-26 15:42:26+00:00,309773,73,257,1206
172,idyllicfinance,"People drink Coke, but they don't own $KO

People have iPhones, but they don't own $AAPL

People order from Amazon, but they don't own $AMZN

Maybe it's time to take ownership of the things you consume",2021-08-26 15:00:00+00:00,7665,22,52,246
173,9to5mac,Tim Cook set to receive $750M worth of AAPL in final payout from 10-year pay deal https://t.co/pVp9Enr3L2 by @ChanceHMiller,2021-08-26 14:49:39+00:00,673881,14,28,269
174,charliebilello,"Apple has bought back $420 billion in stock over the past 8 years, which is greater than the market cap of 489 companies in the S&amp;P 500.

$AAPL

Charting via @ycharts https://t.co/Fyl7E46et2",2021-08-26 12:37:50+00:00,309773,45,221,984
175,10YearTarget,"10 largest holdings in Vanguard Growth ETF:

$AAPL Apple
$MSFT Microsoft
$GOOGL Alphabet
$AMZN Amazon
$FB Facebook
$TSLA Tesla
$NVDA Nvidia
$V Visa
$HD Home Depot 
$MA Mastercard

How many do you own?",2021-08-26 12:22:01+00:00,11590,39,38,301
176,glockied,"08/25 Recap💰

$MU 1000%
$DKS 800%+
$SPRT 300%
$DKNG 140%
$NVDA 150%
$AMC 110%
$DLPN 80%
$ATVI 45%
$AMD 33%
$PENN 30%
$PINS 25%
$JFIN 25%
$AAPL -10%
$AAPL -8%
$SNOW ER lottos

Like this if you wanna LIVE TRADE with the gang tmmrw. Let’s bank!🚀",2021-08-25 20:15:18+00:00,20732,16,15,472
177,ChrisDungeon,"Thanks to $AAPL &amp; mostly $TSLA, every $1 I invested in 2012 is worth $42 today.

Investing in great companies is one of life's cheat codes...

Never too late to start with $TSLA 🚀",2021-08-25 18:42:25+00:00,6343,13,27,554
178,GerberKawasaki,Thank you @tim_cook for doing an amazing job at Apple over the last decade. I’ll never forget the day you took over. Wouldn’t sell my Apple stock. Clients calling. I said let’s give Tim a chance. $aapl,2021-08-25 16:13:28+00:00,174324,24,7,292
179,MarketRebels,"$AAPL iPhone 13 rumored to launch on September 17, AirPods 3 on September 30",2021-08-25 15:47:53+00:00,128561,7,49,308
180,carlquintanilla,"BERNSTEIN: ""We now estimate that Google's payments to $AAPL to be the default search engine on iOS .. might be nearly $15B in FY 21 .. 

"".. with payments likely to 
approach $18 - $20B in FY 22, it not implausible that $GOOGL could revisit its strategy ..""",2021-08-25 12:34:43+00:00,315084,33,73,398
